,movieId,director
211,236,Q240872
212,237,Q186485
213,238,Q1405474
214,239,Q2336709
215,240,Q736300
216,241,Q1041975
217,242,Q1558963
218,243,Q6768591
219,246,Q2347045
220,247,Q4465
221,248,Q612365
222,249,Q323074
223,250,Q345259
224,251,Q1465970
225,252,Q703727
226,253,Q55428
227,254,Q51577
228,255,Q16732453
229,256,Q380272
230,257,Q4794564
231,258,Q6830697
232,259,Q504627
233,260,Q38222
234,261,Q438911
235,262,Q28028
236,263,Q55238
237,265,Q920072
238,266,Q314142
239,267,Q936000
240,269,Q2838329
241,270,Q3108798
242,271,Q469233
243,272,Q967302
244,273,Q55294
245,274,Q1680918
246,275,Q214677
247,276,Q495813
248,277,Q518696
249,278,Q934964
250,279,Q2617255
251,280,Q1761603
252,281,Q59085
253,282,Q350717
254,283,Q3339752
255,285,Q1339179
256,287,Q4706963
257,288,Q179497
258,289,Q309214
259,290,Q449104
260,291,Q565344
261,292,Q65321
262,293,Q484779
263,294,Q466320
264,295,Q6289686
265,296,Q3772
266,298,Q160726
267,299,Q1646013
268,300,Q59215
269,301,Q6380650
270,302,Q366057
271,303,Q275402
272,304,Q314301
273,305,Q55163
274,306,Q55165
275,307,Q55165
276,308,Q55165
277,310,Q5495238
278,311,Q2388554
279,312,Q286890
280,313,Q1153718
281,314,Q2141212
282,315,Q719821
283,316,Q60100
284,317,Q328483
285,318,Q295445
286,319,Q134867
287,320,Q3476266
288,320,Q5239781
289,321,Q722461
290,321,Q3045892
291,322,Q5540807
292,324,Q6396177
293,325,Q734916
294,325,Q6386174
295,326,Q55430
296,327,Q508224
297,328,Q1356510
298,328,Q3294231
299,329,Q3496511
300,330,Q3942954
301,331,Q2924898
302,332,Q95008
303,333,Q339551
304,334,Q55392
305,335,Q103917
306,336,Q7241830
307,337,Q316051
308,338,Q736300
309,339,Q470251
310,340,Q939079
311,341,Q14949520
312,342,Q2011694
313,343,Q267243
314,344,Q722135
315,345,Q2094420
316,346,Q387412
317,347,Q51552
318,348,Q25089
319,349,Q543563
320,350,Q295207
321,351,Q3177700
322,352,Q51566
323,353,Q259687
324,354,Q2141036
325,355,Q912547
326,356,Q187364
327,357,Q312088
328,358,Q363005
329,359,Q454290
330,360,Q376130
331,361,Q503720
332,362,Q363402
333,363,Q14554280
334,364,Q847468
335,364,Q1151111
336,365,Q53009
337,366,Q223992
338,367,Q725006
339,368,Q262130
340,369,Q1337411
341,370,Q339551
342,371,Q103646
343,372,Q47100
344,373,Q1699742
345,374,Q521262
346,376,Q263486
347,377,Q376107
348,378,Q1303837
349,379,Q458766
350,380,Q42574
351,381,Q939894
352,382,Q51537
353,383,Q240872
354,384,Q1158442
355,385,Q16194144
356,386,Q16731441
357,387,Q323201
358,388,Q113155427
359,388,Q117859192
360,388,Q117860314
361,389,Q969902
362,390,Q315325
363,391,Q5300726
364,393,Q724018
365,405,Q21592537
366,406,Q5612234
367,407,Q95008
368,408,Q260125
369,409,Q6174711
370,410,Q317567
371,412,Q41148
372,413,Q717498
373,414,Q527306
374,415,Q547485
375,416,Q1703212
376,417,Q972884
377,418,Q738037
378,419,Q441578
379,420,Q51564
380,421,Q273712
381,422,Q350717
382,423,Q709076
383,424,Q51582
384,425,Q52411
385,426,Q262608
386,427,Q271162
387,428,Q36949
388,429,Q2823997
389,430,Q923930
390,431,Q189526
391,432,Q3372411
392,433,Q703492
393,434,Q318712
394,435,Q489199
395,436,Q953520
396,437,Q1561788
397,438,Q56249739
398,440,Q380272
399,441,Q40035
400,442,Q3290067
401,444,Q25186
402,445,Q287793
403,446,Q202597
404,448,Q55424
405,449,Q3942954
406,450,Q2832478
407,451,Q362061
408,452,Q1700561
409,453,Q317567
410,454,Q51522
411,455,Q1368884
412,456,Q887636
413,457,Q504461
414,458,Q350422
415,459,Q707755
416,460,Q1138881
417,461,Q270620
418,464,Q55432
419,466,Q448604
420,467,Q107541526
421,468,Q5112896
422,469,Q315062
423,470,Q113687952
424,471,Q13595311
425,471,Q13595531
426,472,Q95125
427,473,Q540455
428,474,Q65321
429,475,Q55429
430,476,Q3852343
431,477,Q912217
432,478,Q269692
433,479,Q709076
434,480,Q8877
435,481,Q728362
436,482,Q450720
437,484,Q705572
438,485,Q270639
439,486,Q6137781
440,487,Q1368884
441,488,Q55422
442,489,Q495813
443,490,Q942796
444,491,Q42229
445,492,Q25089
446,493,Q2638168
447,493,Q13639108
448,494,Q1715774
449,495,Q55403
450,496,Q1339951
451,497,Q55294
452,499,Q188726
453,500,Q75079
454,501,Q315756
455,502,Q729375
456,504,Q282033
457,505,Q287607
458,506,Q268840
459,507,Q43203
460,508,Q48987
461,509,Q230448
462,510,Q363005
463,511,Q720293
464,512,Q3500824
465,513,Q939117
466,514,Q654513
467,515,Q51577
468,516,Q237659
469,517,Q176126
470,518,Q271284
471,519,Q1452257
472,520,Q104266
473,521,Q724100
474,522,Q507519
475,523,Q3557482
476,524,Q3017398
477,526,Q504708
478,527,Q8877
479,528,Q1561788
480,529,Q291141
481,531,Q231019
482,532,Q314926
483,533,Q436829
484,534,Q51506
485,535,Q55163
486,536,Q3106623
487,537,Q358804
488,538,Q703727
489,539,Q214677
490,540,Q543563
491,541,Q56005
492,542,Q2632767
493,543,Q3099573
494,544,Q3445566
495,546,Q309715
496,546,Q648611
497,546,Q3438025
498,546,Q4767678
499,547,Q1356510
500,548,Q951523
501,549,Q724590
502,550,Q504706
503,551,Q514859
504,552,Q545669
505,553,Q504722
506,553,Q2535855
507,555,Q193648
508,556,Q225852
509,556,Q2964731
510,558,Q352948
511,562,Q504656
512,563,Q298905
513,564,Q102711
514,567,Q55171
515,568,Q259348
516,569,Q507189
517,573,Q53039
518,574,Q314342
519,575,Q441578
520,577,Q328660
521,579,Q367489
522,580,Q22117261
523,581,Q722032
524,581,Q1381702
525,583,Q25100
526,585,Q254732
527,586,Q75079
528,587,Q363666
529,588,Q735440
530,588,Q930209
531,589,Q42574
532,590,Q11930
533,592,Q56008
534,593,Q48987
535,594,Q928976
536,594,Q1385379
537,594,Q1758110
538,594,Q2549739
539,594,Q3218086
540,594,Q3375098
541,595,Q1073959
542,595,Q1152051
543,596,Q280187
544,596,Q926614
545,596,Q1385379
546,596,Q2549739
547,596,Q2903332
548,596,Q3157236
549,596,Q3525855
550,597,Q315087
551,599,Q51461
552,600,Q36613578
553,602,Q15989551
554,605,Q382599
555,606,Q361336
556,608,Q13595311
557,608,Q13595531
558,609,Q529803
559,610,Q452643
560,610,Q5549489
561,611,Q11333
562,611,Q734916
563,611,Q1381885
564,612,Q931613
565,613,Q53040
566,615,Q955524
567,616,Q703588
568,617,Q55171
569,618,Q381934
570,619,Q2903175
571,626,Q183542
572,627,Q3480356
573,628,Q267524
574,631,Q113141364
575,632,Q55238
576,633,Q5640920
577,634,Q36479258
578,635,Q3431106
579,636,Q2438517
580,637,Q524711
581,638,Q7804358
582,639,Q51566
583,640,Q655416
584,645,Q106669
585,647,Q314142
586,648,Q189526
587,649,Q463540
588,650,Q7162089
589,653,Q503966
590,656,Q2632767
591,661,Q514859
592,662,Q721389
593,663,Q6386174
594,665,Q94882
595,667,Q36612616
596,668,Q8873
597,670,Q8873
598,671,Q6196585
599,673,Q1691559
600,673,Q2926483
601,673,Q13600413
602,674,Q383420
603,678,Q1411603
604,679,Q314301
605,680,Q53001
606,685,Q1340565
607,688,Q1368884
608,691,Q495813
609,692,Q1590541
610,694,Q3091066
611,695,Q113517862
612,697,Q20090198
613,698,Q145173
614,700,Q7147518
615,703,Q36485996
616,704,Q308840
617,706,Q7612674
618,707,Q449104
619,708,Q717498
620,709,Q5544380
621,710,Q113450135
622,711,Q3607772
623,714,Q191755
624,715,Q709973
625,718,Q1042021
626,719,Q286890
627,722,Q114028155
628,724,Q504706
629,725,Q3110579
630,726,Q449220
631,728,Q55303
632,731,Q716373
633,733,Q59259
634,735,Q2525440
635,736,Q376107
636,737,Q21606998
637,741,Q285084
638,742,Q1340923
639,743,Q22083824
640,745,Q336206
641,747,Q51564
642,748,Q492743
643,750,Q2001
644,757,Q55431
645,759,Q950808
646,760,Q63069
647,761,Q1368884
648,762,Q503720
649,764,Q433893
650,765,Q56094
651,766,Q348868
652,773,Q1232197
653,775,Q7371
654,775,Q55392
655,775,Q383420
656,778,Q134867
657,779,Q3952882
658,780,Q60100
659,781,Q53009
660,782,Q193648
661,783,Q1073959
662,783,Q1152051
663,784,Q47100
664,785,Q888535
665,785,Q1368300
666,786,Q725006
667,788,Q722135
668,790,Q967207
669,795,Q549956
670,798,Q503966
671,799,Q4465
672,800,Q2141212
673,801,Q4974114
674,802,Q470251
675,803,Q1987021
676,804,Q314485
677,805,Q295207
678,806,Q5612234
679,808,Q654900
680,809,Q2453153
681,810,Q527306
682,813,Q3141551
683,818,Q2861608
684,823,Q50764
685,824,Q2078292
686,828,Q489199
687,829,Q15069824
688,830,Q968324
689,832,Q103646
690,833,Q976729
691,835,Q24255227
692,836,Q504461
693,837,Q26806
694,838,Q3038028
695,839,Q2742664
696,840,Q550658
697,841,Q106669
698,841,Q739606
699,842,Q3294231
700,848,Q455958
701,849,Q95008
702,851,Q345379
703,852,Q2141036
704,858,Q56094
705,861,Q185783
706,866,Q9544977
707,866,Q9545711
708,867,Q455043
709,869,Q55163
710,870,Q729375
711,876,Q185783
712,879,Q458766
713,880,Q262820
714,880,Q323285
715,881,Q1175381
716,882,Q270178
717,885,Q309214
718,886,Q1356510
719,888,Q7372515
720,889,Q205456
721,891,Q1381885
722,892,Q1334509
723,893,Q1738056
724,896,Q523144
725,897,Q457269
726,898,Q56014
727,899,Q48765
728,899,Q73089
729,900,Q51535
730,901,Q48765
731,902,Q56093
732,903,Q7374
733,904,Q7374
734,905,Q51492
735,906,Q56014
736,907,Q382529
737,908,Q7374
738,909,Q51547
739,910,Q51547
740,911,Q48765
741,912,Q51491
742,913,Q51575
743,914,Q56014
744,915,Q51547
745,916,Q51495
746,917,Q269796
747,917,Q1361631
748,918,Q51535
749,919,Q51133
750,919,Q62503
751,920,Q56014
752,920,Q62503
753,920,Q457269
754,921,Q495813
755,922,Q51547
756,923,Q24829
757,924,Q2001
758,926,Q51583
759,927,Q56014
760,928,Q7374
761,929,Q7374
762,930,Q7374
763,931,Q7374
764,932,Q332530
765,933,Q7374
766,934,Q51535
767,935,Q51535
768,936,Q51562
769,937,Q51547
770,938,Q51535
771,938,Q953753
772,940,Q51491
773,940,Q2092903
774,941,Q51472
775,942,Q52997
776,943,Q51583
777,944,Q51492
778,944,Q506183
779,945,Q382529
780,946,Q51562
781,947,Q269585
782,948,Q51490
783,949,Q72717
784,950,Q547078
785,950,Q1804597
786,951,Q51581
787,952,Q539685
788,952,Q547495
789,953,Q51492
790,954,Q51492
791,955,Q51581
792,956,Q51490
793,959,Q1348309
794,961,Q1348309
795,963,Q61859
796,965,Q7374
797,968,Q51511
798,969,Q51575
799,970,Q51575
800,971,Q434342
801,973,Q51492
802,976,Q369190
803,979,Q3985417
804,981,Q3016485
805,982,Q505141
806,984,Q3431200
807,986,Q1045172
808,987,Q113957490
809,988,Q2838329
810,990,Q285908
811,991,Q55428
812,993,Q28755
813,994,Q223117
814,994,Q528527
815,996,Q350422
816,998,Q462078
817,999,Q328814
818,1003,Q350717
819,1004,Q974566
820,1005,Q3435756
821,1006,Q721389
822,1007,Q974641
823,1008,Q2409726
824,1009,Q946315
825,1010,Q725060
826,1011,Q725060
827,1012,Q725060
828,1013,Q3018855
829,1014,Q3018855
830,1015,Q1150882
831,1016,Q769200
832,1017,Q470818
833,1018,Q725060
834,1019,Q262735
835,1020,Q470251
836,1021,Q3568548
837,1022,Q579241
838,1022,Q926614
839,1022,Q1385379
840,1023,Q703588
841,1024,Q280187
842,1024,Q579241
843,1024,Q2903332
844,1024,Q3127658
845,1024,Q3157236
846,1025,Q703588
847,1027,Q464903
848,1028,Q725060
849,1029,Q280187
850,1029,Q1385379
851,1029,Q2549739
852,1029,Q2903332
853,1029,Q3157236
854,1029,Q3471034
855,1030,Q448957
856,1030,Q675977
857,1031,Q725060
858,1032,Q579241
859,1032,Q926614
860,1032,Q1385379
861,1033,Q1153718
862,1033,Q2864567
863,1033,Q3517016
864,1034,Q3299677
865,1035,Q59821
866,1036,Q270639
867,1037,Q736300
868,1040,Q515274
869,1041,Q315756
870,1042,Q2263
871,1043,Q6833620
872,1046,Q5748037
873,1047,Q318712
874,1049,Q709076
875,1050,Q41163
876,1051,Q104061
877,1053,Q522382
878,1054,Q51566
879,1055,Q504722
880,1056,Q380237
881,1057,Q25089
882,1059,Q250545
883,1060,Q349339
884,1061,Q269692
885,1064,Q2850240
886,1066,Q382529
887,1068,Q72229
888,1073,Q1380505
889,1076,Q17887
890,1077,Q25089
891,1078,Q25089
892,1079,Q25014
893,1079,Q727753
894,1080,Q166159
895,1081,Q56093
896,1082,Q1561788
897,1083,Q56093
898,1084,Q41136
899,1085,Q361670
900,1086,Q7374
901,1088,Q490198
902,1089,Q3772
903,1090,Q179497
904,1091,Q725520
905,1092,Q129079
906,1093,Q179497
907,1094,Q55428
908,1095,Q721389
909,1096,Q51519
910,1097,Q8877
911,1099,Q920059
912,1100,Q193648
913,1101,Q193648
914,1103,Q240677
915,1104,Q72717
916,1105,Q36612462
917,1111,Q2977901
918,1111,Q3292745
919,1112,Q1113146
920,1114,Q262608
921,1116,Q818119
922,1117,Q1611435
923,1119,Q36845664
924,1120,Q51525
925,1121,Q976467
926,1123,Q3560361
927,1124,Q953627
928,1125,Q56093
929,1126,Q279894
930,1127,Q42574
931,1128,Q95008
932,1129,Q95008
933,1130,Q455279
934,1131,Q298905
935,1132,Q298905
936,1135,Q427308
937,1136,Q25078
938,1136,Q166159
939,1137,Q958916
940,1137,Q7331286
941,1140,Q1929019
942,1144,Q22114553
943,1147,Q1818885
944,1148,Q336206
945,1150,Q3014785
946,1151,Q316165
947,1156,Q53004
948,1161,Q57316
949,1162,Q724100
950,1163,Q3295769
951,1167,Q315087
952,1170,Q374223
953,1171,Q95048
954,1172,Q53045
955,1173,Q55282
956,1175,Q217324
957,1175,Q705489
958,1176,Q55165
959,1177,Q312088
960,1178,Q2001
961,1179,Q55258
962,1180,Q1333379
963,1183,Q188726
964,1184,Q55465
965,1185,Q55429
966,1186,Q103917
967,1187,Q2141212
968,1188,Q250545
969,1189,Q977546
970,1190,Q55171
971,1191,Q2832478
972,1192,Q6178010
973,1193,Q51525
974,1194,Q369174
975,1194,Q568770
976,1196,Q119348
977,1197,Q287607
978,1198,Q8877
979,1199,Q25078
980,1200,Q42574
981,1201,Q164562
982,1202,Q991798
983,1203,Q51559
984,1204,Q55260
985,1206,Q2001
986,1207,Q467785
987,1208,Q56094
988,1209,Q164562
989,1210,Q471402
990,1211,Q55411
991,1212,Q95143
992,1213,Q41148
993,1214,Q56005
994,1215,Q275402
995,1216,Q484779
996,1217,Q8006
997,1218,Q55432
998,1219,Q7374
999,1220,Q51564
1000,1221,Q56094
1001,1222,Q2001
1002,1223,Q336206
1003,1224,Q55294
1004,1225,Q51525
1005,1226,Q51114
1006,1227,Q164562
1007,1228,Q41148
1008,1230,Q25089
1009,1231,Q176126
1010,1232,Q853
1011,1233,Q65321
1012,1234,Q51570
1013,1235,Q358370
1014,1236,Q446294
1015,1237,Q7546
1016,1238,Q738037
1017,1240,Q42574
1018,1241,Q4465
1019,1242,Q314142
1020,1243,Q294773
1021,1244,Q25089
1022,1245,Q13595311
1023,1245,Q13595531
1024,1246,Q55424
1025,1247,Q51537
1026,1248,Q24829
1027,1249,Q484779
1028,1250,Q55260
1029,1251,Q7371
1030,1252,Q51552
1031,1253,Q59821
1032,1254,Q51575
1033,1255,Q4465
1034,1256,Q332530
1035,1257,Q3474451
1036,1258,Q2001
1037,1259,Q287607
1038,1260,Q19504
1039,1261,Q275402
1040,1262,Q361670
1041,1263,Q59129
1042,1264,Q505626
1043,1265,Q286890
1044,1266,Q43203
1045,1267,Q262820
1046,1268,Q2837752
1047,1269,Q51492
1048,1270,Q187364
1049,1271,Q939079
1050,1272,Q51503
1051,1273,Q191755
1052,1274,Q378710
1053,1275,Q436829
1054,1276,Q966078
1055,1277,Q709973
1056,1278,Q104266
1057,1279,Q191755
1058,1280,Q55430
1059,1281,Q882
1060,1282,Q280187
1061,1282,Q715807
1062,1282,Q926614
1063,1282,Q1385379
1064,1282,Q2549739
1065,1282,Q2903332
1066,1282,Q3077064
1067,1282,Q3471034
1068,1282,Q3525855
1069,1282,Q28109058
1070,1282,Q28109065
1071,1282,Q28439679
1072,1283,Q55420
1073,1284,Q51581
1074,1285,Q717498
1075,1286,Q336024
1076,1287,Q51495
1077,1288,Q287607
1078,1289,Q1348531
1079,1290,Q1138881
1080,1291,Q8877
1081,1292,Q358370
1082,1293,Q51506
1083,1295,Q176126
1084,1296,Q51577
1085,1297,Q270092
1086,1298,Q271284
1087,1299,Q309715
1088,1300,Q316051
1089,1301,Q1452440
1090,1302,Q1387617
1091,1303,Q51575
1092,1304,Q51570
1093,1305,Q55411
1094,1306,Q55411
1095,1307,Q287607
1096,1310,Q5300830
1097,1312,Q36844215
1098,1318,Q36482819
1099,1320,Q184903
1100,1321,Q51564
1101,1322,Q1305150
1102,1323,Q262735
1103,1324,Q7614290
1104,1325,Q36612791
1105,1326,Q55444
1106,1327,Q966078
1107,1328,Q105978710
1108,1329,Q383764
1109,1329,Q603216
1110,1330,Q5496503
1111,1331,Q59821
1112,1332,Q55303
1113,1333,Q7374
1114,1334,Q2257282
1115,1335,Q6175862
1116,1336,Q369201
1117,1337,Q59821
1118,1339,Q56094
1119,1340,Q381831
1120,1341,Q692808
1121,1342,Q323074
1122,1343,Q41148
1123,1344,Q456979
1124,1345,Q189526
1125,1346,Q363989
1126,1347,Q223992
1127,1348,Q55412
1128,1349,Q55419
1129,1349,Q330825
1130,1349,Q586472
1131,1349,Q869060
1132,1349,Q1150524
1133,1350,Q262130
1134,1351,Q95039
1135,1352,Q25144
1136,1353,Q4636
1137,1354,Q133730
1138,1355,Q1387470
1139,1356,Q346595
1140,1357,Q951522
1141,1358,Q202735
1142,1359,Q912547
1143,1361,Q3645498
1144,1361,Q5637614
1145,1363,Q237659
1146,1365,Q106709
1147,1366,Q967302
1148,1367,Q545669
1149,1370,Q318712
1150,1371,Q59821
1151,1372,Q8312
1152,1373,Q16297
1153,1374,Q8312
1154,1375,Q16345
1155,1376,Q16345
1156,1377,Q56008
1157,1378,Q729375
1158,1379,Q1350663
1159,1380,Q1340565
1160,1381,Q7145466
1161,1382,Q1268483
1162,1385,Q504461
1163,1387,Q8877
1164,1388,Q336024
1165,1389,Q1691324
1166,1390,Q339551
1167,1391,Q56008
1168,1392,Q313566
1169,1393,Q318287
1170,1394,Q13595311
1171,1394,Q13595531
1172,1395,Q269692
1173,1396,Q1387617
1174,1397,Q190998
1175,1398,Q51506
1176,1399,Q3177517
1177,1401,Q287607
1178,1405,Q434585
1179,1406,Q55375
1180,1407,Q223992
1181,1408,Q270097
1182,1409,Q214677
1183,1411,Q55294
1184,1412,Q1392079
1185,1413,Q5213738
1186,1414,Q356303
1187,1415,Q523144
1188,1416,Q271284
1189,1417,Q230448
1190,1419,Q51541
1191,1422,Q1268483
1192,1425,Q703727
1193,1425,Q3436568
1194,1426,Q328660
1195,1427,Q2156687
1196,1428,Q2397306
1197,1429,Q185783
1198,1430,Q730169
1199,1431,Q518868
1200,1432,Q3524978
1201,1437,Q503767
1202,1438,Q707755
1203,1439,Q1893915
1204,1440,Q5322060
1205,1441,Q655416
1206,1442,Q2347045
1207,1445,Q2927184
1208,1446,Q504463
1209,1447,Q31293
1210,1449,Q336074
1211,1453,Q1738629
1212,1454,Q40035
1213,1456,Q1643893
1214,1457,Q527862
1215,1458,Q363989
1216,1459,Q43203
1217,1460,Q2907839
1218,1461,Q22110476
1219,1464,Q2071
1220,1465,Q363005
1221,1466,Q312088
1222,1468,Q6174711
1223,1473,Q2624537
1224,1474,Q328483
1225,1475,Q466320
1226,1476,Q254732
1227,1477,Q113514847
1228,1479,Q543563
1229,1480,Q315062
1230,1483,Q55422
1231,1484,Q1356738
1232,1485,Q722135
1233,1487,Q2617255
1234,1488,Q51519
1235,1489,Q1555425
1236,1490,Q2159005
1237,1493,Q5372704
1238,1495,Q2056096
1239,1495,Q3019007
1240,1496,Q323074
1241,1497,Q317814
1242,1498,Q1106742
1243,1499,Q719821
1244,1500,Q12059610
1245,1502,Q6709426
1246,1503,Q942506
1247,1507,Q449220
1248,1513,Q2665938
1249,1514,Q202597
1250,1515,Q703492
1251,1516,Q16195520
1252,1517,Q524278
1253,1518,Q707494
1254,1519,Q112473858
1255,1526,Q380272
1256,1527,Q484779
1257,1529,Q708899
1258,1533,Q3361624
1259,1533,Q13455488
1260,1537,Q1073993
1261,1541,Q470260
1262,1542,Q1900142
1263,1544,Q8877
1264,1545,Q710650
1265,1546,Q103917
1266,1547,Q3012316
1267,1549,Q2975534
1268,1550,Q524711
1269,1551,Q273712
1270,1552,Q442740
1271,1554,Q55282
1272,1556,Q376107
1273,1562,Q295207
1274,1564,Q3372411
1275,1565,Q3808389
1276,1566,Q735440
1277,1566,Q930209
1278,1569,Q2011694
1279,1571,Q513632
1280,1572,Q53001
1281,1573,Q55432
1282,1574,Q1351612
1283,1580,Q317567
1284,1581,Q270092
1285,1582,Q3568548
1286,1583,Q1561788
1287,1584,Q187364
1288,1585,Q7498695
1289,1586,Q56005
1290,1587,Q83859
1291,1588,Q3470574
1292,1589,Q433893
1293,1590,Q380608
1294,1591,Q363754
1295,1592,Q730100
1296,1593,Q3108798
1297,1594,Q965498
1298,1596,Q315756
1299,1597,Q262130
1300,1598,Q504627
1301,1599,Q2572548
1302,1600,Q431191
1303,1601,Q722312
1304,1602,Q2849078
1305,1603,Q219124
1306,1604,Q319204
1307,1605,Q3290067
1308,1606,Q6250473
1309,1608,Q65321
1310,1609,Q464903
1311,1610,Q270639
1312,1611,Q25186
1313,1612,Q3993317
1314,1613,Q3312946
1315,1614,Q311319
1316,1615,Q449104
1317,1616,Q268881
1318,1617,Q263486
1319,1619,Q154490
1320,1620,Q1494859
1321,1621,Q429544
1322,1623,Q1423966
1323,1624,Q3808611
1324,1625,Q184903
1325,1626,Q462727
1326,1627,Q179497
1327,1629,Q6768251
1328,1631,Q643982
1329,1633,Q3557482
1330,1635,Q160726
1331,1639,Q489831
1332,1641,Q1241761
1333,1642,Q6962844
1334,1643,Q51516
1335,1644,Q368082
1336,1645,Q545573
1337,1646,Q278713
1338,1647,Q4761501
1339,1648,Q471552
1340,1649,Q977546
1341,1650,Q231019
1342,1652,Q191755
1343,1653,Q360737
1344,1654,Q1066169
1345,1655,Q1381885
1346,1656,Q335605
1347,1658,Q134867
1348,1659,Q1947643
1349,1660,Q459933
1350,1661,Q1360963
1351,1662,Q3178864
1352,1663,Q380272
1353,1665,Q939117
1354,1667,Q296698
1355,1670,Q380237
1356,1671,Q6272209
1357,1671,Q6289243
1358,1672,Q56094
1359,1673,Q25132
1360,1674,Q55424
1361,1675,Q547485
1362,1676,Q129079
1363,1677,Q51559
1364,1678,Q728360
1365,1679,Q4718041
1366,1680,Q1373590
1367,1681,Q361290
1368,1682,Q55424
1369,1683,Q387412
1370,1684,Q435866
1371,1685,Q555460
1372,1686,Q939079
1373,1687,Q945041
1374,1688,Q448957
1375,1688,Q667959
1376,1689,Q1702735
1377,1690,Q217324
1378,1693,Q8877
1379,1694,Q171736
1380,1695,Q395122
1381,1696,Q2262221
1382,1699,Q55428
1383,1701,Q25089
1384,1702,Q518696
1385,1703,Q2927184
1386,1704,Q25186
1387,1707,Q545351
1388,1711,Q43203
1389,1713,Q295463
1390,1717,Q223992
1391,1718,Q26707121
1392,1719,Q212167
1393,1721,Q42574
1394,1722,Q506352
1395,1726,Q11930
1396,1727,Q59215
1397,1729,Q3772
1398,1730,Q41148
1399,1731,Q185783
