,movieId,castMember
198,13,Q310292
199,13,Q913872
200,13,Q3454165
201,14,Q440
202,14,Q5816
203,14,Q23685
204,14,Q39965
205,14,Q65932
206,14,Q100440
207,14,Q104791
208,14,Q108935
209,14,Q165421
210,14,Q179497
211,14,Q193105
212,14,Q211283
213,14,Q224754
214,14,Q229305
215,14,Q230779
216,14,Q234068
217,14,Q235072
218,14,Q238432
219,14,Q256666
220,14,Q271539
221,14,Q284876
222,14,Q313653
223,14,Q316032
224,14,Q354031
225,14,Q367549
226,14,Q373976
227,14,Q373989
228,14,Q437205
229,14,Q446089
230,14,Q447892
231,14,Q452169
232,14,Q464612
233,14,Q502128
234,14,Q503027
235,14,Q536437
236,14,Q544692
237,14,Q558721
238,14,Q706117
239,14,Q706165
240,14,Q724804
241,14,Q776052
242,14,Q893777
243,14,Q944198
244,14,Q947748
245,14,Q976176
246,14,Q1143618
247,14,Q1277484
248,14,Q1321988
249,14,Q1372953
250,14,Q1430165
251,14,Q1508079
252,14,Q1699298
253,14,Q3430193
254,14,Q4963077
255,14,Q9069104
256,14,Q23640214
257,15,Q280098
258,15,Q310944
259,15,Q318249
260,15,Q318712
261,15,Q377072
262,15,Q463285
263,15,Q511832
264,15,Q951634
265,15,Q953588
266,15,Q1346123
267,15,Q1494955
268,15,Q1689283
269,15,Q1964106
270,15,Q2330114
271,15,Q2966537
272,15,Q3017460
273,15,Q3430965
274,15,Q3929913
275,15,Q4764269
276,15,Q4819161
277,15,Q5308817
278,15,Q6387351
279,15,Q6450083
280,15,Q6780497
281,16,Q20178
282,16,Q36949
283,16,Q62975
284,16,Q193105
285,16,Q200460
286,16,Q269890
287,16,Q351812
288,16,Q380904
289,16,Q441713
290,16,Q463407
291,16,Q468635
292,16,Q489218
293,16,Q553276
294,16,Q643106
295,16,Q934345
296,16,Q1066037
297,16,Q1593902
298,16,Q1889124
299,16,Q2055682
300,16,Q2329915
301,16,Q2555878
302,16,Q3082480
303,16,Q3185566
304,16,Q3706964
305,16,Q3809097
306,16,Q3854240
307,16,Q3898080
308,16,Q3901477
309,16,Q4013709
310,17,Q49017
311,17,Q106481
312,17,Q163286
313,17,Q168724
314,17,Q202765
315,17,Q211322
316,17,Q234142
317,17,Q234798
318,17,Q271177
319,17,Q272554
320,17,Q273048
321,17,Q387434
322,17,Q434694
323,17,Q562973
324,17,Q3161081
325,17,Q6948200
326,17,Q7327505
327,18,Q1744
328,18,Q2680
329,18,Q3772
330,18,Q41548
331,18,Q125106
332,18,Q181229
333,18,Q191828
334,18,Q203804
335,18,Q230710
336,18,Q233502
337,18,Q236247
338,18,Q265218
339,18,Q271590
340,18,Q432437
341,18,Q454237
342,18,Q514913
343,18,Q928456
344,18,Q1176208
345,18,Q2399795
346,18,Q2434817
347,18,Q4124915
348,19,Q40504
349,19,Q238864
350,19,Q294586
351,19,Q352203
352,19,Q368587
353,19,Q704314
354,19,Q731187
355,19,Q1228672
356,19,Q1655608
357,19,Q3229155
358,19,Q6797398
359,20,Q40715
360,20,Q82488
361,20,Q115134
362,20,Q189694
363,20,Q201279
364,20,Q273208
365,20,Q279834
366,20,Q512986
367,20,Q524281
368,20,Q545711
369,20,Q922952
370,20,Q966151
371,20,Q1189169
372,20,Q1699440
373,20,Q1803683
374,20,Q1968862
375,20,Q2380339
376,20,Q3476313
377,20,Q22963890
378,20,Q24699898
379,21,Q26806
380,21,Q80938
381,21,Q150943
382,21,Q190631
383,21,Q191132
384,21,Q229612
385,21,Q237659
386,21,Q308722
387,21,Q317567
388,21,Q352935
389,21,Q362559
390,21,Q373989
391,21,Q718338
392,21,Q935122
393,21,Q962944
394,21,Q975161
395,21,Q1174608
396,21,Q1319770
397,21,Q2057449
398,21,Q2300160
399,21,Q3157150
400,21,Q3830906
401,22,Q102124
402,22,Q105660
403,22,Q313755
404,22,Q361400
405,22,Q363386
406,22,Q489335
407,22,Q1702743
408,22,Q3156752
409,22,Q3434221
410,22,Q6255748
411,23,Q40026
412,23,Q41548
413,23,Q80405
414,23,Q235607
415,23,Q261926
416,23,Q515095
417,23,Q720762
418,23,Q977086
419,23,Q1240192
420,23,Q1383608
421,23,Q2359066
422,23,Q3017294
423,23,Q3176521
424,23,Q3191932
425,23,Q5508497
426,23,Q7346816
427,23,Q15458615
428,24,Q106706
429,24,Q108935
430,24,Q266432
431,24,Q312077
432,24,Q447967
433,24,Q530646
434,24,Q2923471
435,24,Q54913247
436,25,Q39972
437,25,Q42869
438,25,Q95039
439,25,Q207852
440,25,Q230710
441,25,Q231717
442,25,Q233313
443,25,Q236151
444,25,Q236711
445,25,Q275254
446,25,Q275964
447,25,Q331587
448,25,Q353978
449,25,Q357762
450,25,Q361610
451,25,Q363518
452,25,Q509026
453,25,Q707410
454,25,Q710131
455,25,Q724796
456,25,Q726024
457,25,Q2448268
458,25,Q3307977
459,25,Q3536506
460,25,Q7791601
461,25,Q19628621
462,25,Q22893804
463,26,Q55294
464,26,Q193048
465,26,Q208746
466,26,Q230659
467,26,Q298276
468,26,Q353050
469,26,Q555379
470,26,Q861490
471,26,Q956942
472,26,Q1649558
473,26,Q2133840
474,26,Q2848380
475,26,Q6256755
476,26,Q23914573
477,27,Q40143
478,27,Q43044
479,27,Q176455
480,27,Q184103
481,27,Q193555
482,27,Q202056
483,27,Q230131
484,27,Q234144
485,27,Q234566
486,27,Q236875
487,27,Q242472
488,27,Q272929
489,27,Q272952
490,27,Q275480
491,27,Q292381
492,27,Q317308
493,27,Q2546377
494,27,Q17402889
495,28,Q73612
496,28,Q274046
497,28,Q314892
498,28,Q380884
499,28,Q388204
500,28,Q454111
501,28,Q467362
502,28,Q525541
503,28,Q971782
504,28,Q1389078
505,28,Q1711151
506,28,Q3017697
507,28,Q3381355
508,28,Q3505565
509,28,Q3934844
510,28,Q5441786
511,28,Q7358291
512,28,Q7358541
513,28,Q16197218
514,28,Q16230637
515,29,Q38554
516,29,Q106204
517,29,Q174305
518,29,Q220698
519,29,Q434168
520,29,Q491766
521,29,Q579505
522,29,Q705489
523,29,Q715111
524,29,Q1892037
525,29,Q2121322
526,29,Q2465528
527,29,Q2834628
528,29,Q2865232
529,29,Q2877830
530,29,Q2966477
531,29,Q3008962
532,29,Q3034988
533,29,Q3035063
534,29,Q3082910
535,29,Q3084824
536,29,Q3100607
537,29,Q3168815
538,29,Q3259425
539,29,Q3316001
540,29,Q3335637
541,29,Q3349242
542,29,Q3479446
543,29,Q3524276
544,29,Q22248151
545,30,Q150903
546,30,Q1285326
547,30,Q6539189
548,30,Q9203777
549,30,Q47541969
550,31,Q159778
551,31,Q164624
552,31,Q233736
553,31,Q273075
554,31,Q328780
555,31,Q433149
556,31,Q460786
557,31,Q545507
558,31,Q575879
559,31,Q710169
560,31,Q721323
561,31,Q784009
562,31,Q934917
563,31,Q3328206
564,31,Q7422573
565,32,Q2680
566,32,Q35332
567,32,Q42671
568,32,Q132112
569,32,Q190523
570,32,Q209098
571,32,Q273082
572,32,Q296370
573,32,Q323285
574,32,Q325070
575,32,Q380095
576,32,Q439053
577,32,Q1190406
578,32,Q1343857
579,32,Q1651225
580,32,Q2390478
581,32,Q3498519
582,32,Q5044320
583,34,Q235599
584,34,Q299483
585,34,Q542810
586,34,Q914432
587,34,Q1320792
588,34,Q2482522
589,34,Q2628916
590,34,Q3391203
591,34,Q24680582
592,36,Q4293
593,36,Q4488
594,36,Q44221
595,36,Q133050
596,36,Q257317
597,36,Q258246
598,36,Q260184
599,36,Q289931
600,36,Q315099
601,36,Q353978
602,36,Q483907
603,36,Q718135
604,36,Q1312282
605,36,Q1359938
606,36,Q1745573
607,36,Q2326533
608,36,Q2683767
609,36,Q3218090
610,36,Q3476313
611,36,Q21027993
612,38,Q151935
613,38,Q268451
614,38,Q318685
615,38,Q1151944
616,38,Q1193914
617,38,Q1292127
618,38,Q3219888
619,38,Q5302371
620,39,Q168847
621,39,Q199945
622,39,Q276525
623,39,Q311068
624,39,Q314819
625,39,Q360674
626,39,Q442273
627,39,Q449352
628,39,Q449863
629,39,Q454119
630,39,Q454328
631,39,Q524776
632,39,Q724804
633,39,Q1038375
634,39,Q1676908
635,39,Q7858375
636,40,Q106775
637,40,Q203960
638,40,Q539333
639,40,Q706513
640,41,Q165219
641,41,Q170510
642,41,Q172653
643,41,Q185079
644,41,Q190602
645,41,Q208590
646,41,Q269589
647,41,Q313020
648,41,Q425656
649,41,Q431506
650,41,Q552162
651,41,Q599439
652,41,Q657541
653,41,Q862358
654,41,Q976829
655,41,Q2825024
656,41,Q3713649
657,41,Q5111970
658,41,Q5343766
659,41,Q6375799
660,41,Q6757755
661,41,Q7358291
662,41,Q7849148
663,41,Q111995845
664,42,Q39965
665,42,Q184572
666,42,Q219717
667,42,Q296500
668,42,Q362697
669,42,Q370918
670,42,Q536025
671,42,Q708153
672,42,Q941660
673,42,Q1139685
674,42,Q1805906
675,42,Q2256321
676,43,Q163286
677,43,Q165219
678,43,Q167498
679,43,Q170510
680,43,Q212790
681,43,Q214309
682,43,Q237904
683,43,Q315495
684,43,Q431841
685,43,Q740202
686,43,Q817739
687,43,Q930517
688,43,Q1529036
689,43,Q2492063
690,43,Q3646136
691,43,Q5489287
692,43,Q6253647
693,43,Q7372779
694,43,Q16196371
695,43,Q18160518
696,43,Q27186037
697,43,Q60177560
698,44,Q81131
699,44,Q105158
700,44,Q238432
701,44,Q353049
702,44,Q381799
703,44,Q447221
704,44,Q488335
705,44,Q2006904
706,44,Q2076016
707,44,Q2568788
708,44,Q2664625
709,44,Q2984598
710,44,Q3327868
711,44,Q7417278
712,44,Q12059144
713,44,Q19282123
714,45,Q37459
715,45,Q55422
716,45,Q185140
717,45,Q193070
718,45,Q235198
719,45,Q269669
720,45,Q270730
721,45,Q311976
722,45,Q317228
723,45,Q444338
724,45,Q449900
725,45,Q724804
726,45,Q999332
727,45,Q1189681
728,45,Q2368957
729,45,Q2837155
730,45,Q3187233
731,45,Q3514657
732,45,Q23815354
733,46,Q19526
734,46,Q40162
735,46,Q101797
736,46,Q107656
737,46,Q183532
738,46,Q211144
739,46,Q235198
740,46,Q237190
741,46,Q258246
742,46,Q266179
743,46,Q266467
744,46,Q271883
745,46,Q312161
746,46,Q313043
747,46,Q313522
748,46,Q363386
749,46,Q403393
750,46,Q446089
751,46,Q454035
752,46,Q465676
753,46,Q484523
754,46,Q488723
755,46,Q526620
756,46,Q542789
757,46,Q741555
758,46,Q788586
759,46,Q867813
760,46,Q1972652
761,46,Q2746012
762,46,Q2861145
763,46,Q3022516
764,47,Q25144
765,47,Q34460
766,47,Q35332
767,47,Q48337
768,47,Q316032
769,47,Q353978
770,47,Q355209
771,47,Q446493
772,47,Q505689
773,47,Q526468
774,47,Q706513
775,47,Q718382
776,47,Q1139511
777,47,Q1320006
778,47,Q1333793
779,47,Q3361195
780,47,Q4722037
781,47,Q5219143
782,47,Q7173458
783,47,Q16237544
784,47,Q24023955
785,48,Q42229
786,48,Q45772
787,48,Q202449
788,48,Q232874
789,48,Q296577
790,48,Q298838
791,48,Q310292
792,48,Q319799
793,48,Q958996
794,48,Q975652
795,48,Q1582689
796,48,Q3015280
797,48,Q3811020
798,48,Q27681379
799,48,Q27681790
800,48,Q27681943
801,49,Q372256
802,49,Q443835
803,49,Q739004
804,49,Q1280116
805,49,Q3183440
806,50,Q25144
807,50,Q113206
808,50,Q164534
809,50,Q193668
810,50,Q217137
811,50,Q235635
812,50,Q269807
813,50,Q296616
814,50,Q310947
815,50,Q337658
816,50,Q338812
817,50,Q351812
818,50,Q378978
819,50,Q391445
820,50,Q687311
821,50,Q724804
822,50,Q726142
823,50,Q982866
824,50,Q1651660
825,50,Q19951913
826,50,Q19956031
827,52,Q25089
828,52,Q170428
829,52,Q181936
830,52,Q202449
831,52,Q208649
832,52,Q212026
833,52,Q230188
834,52,Q235622
835,52,Q290006
836,52,Q342252
837,52,Q360477
838,52,Q373968
839,52,Q452979
840,52,Q726201
841,52,Q937922
842,52,Q2025392
843,52,Q3898080
844,52,Q14369226
845,53,Q363518
846,53,Q380685
847,53,Q1343824
848,53,Q3303180
849,53,Q3660237
850,54,Q266361
851,54,Q318685
852,54,Q665128
853,54,Q725017
854,54,Q766325
855,54,Q1319653
856,54,Q6187431
857,55,Q223110
858,55,Q232902
859,55,Q235189
860,55,Q282197
861,55,Q330762
862,55,Q354031
863,55,Q433520
864,55,Q904400
865,55,Q1222922
866,55,Q1689472
867,55,Q3181360
868,57,Q53120
869,57,Q105660
870,57,Q165219
871,57,Q183532
872,57,Q230636
873,57,Q259703
874,57,Q310318
875,57,Q318685
876,57,Q329784
877,57,Q444187
878,57,Q572004
879,57,Q723027
880,57,Q867813
881,57,Q16529000
882,57,Q25114132
883,58,Q53035
884,58,Q106482
885,58,Q234775
886,58,Q435763
887,58,Q2113601
888,58,Q3424831
889,58,Q3832608
890,58,Q3847789
891,60,Q238912
892,60,Q313043
893,60,Q316709
894,60,Q327215
895,60,Q374586
896,60,Q445116
897,60,Q537190
898,60,Q1865086
899,60,Q3469385
900,60,Q7336034
901,61,Q103946
902,61,Q104791
903,61,Q187033
904,61,Q234551
905,61,Q269360
906,61,Q276269
907,61,Q353101
908,61,Q370918
909,61,Q433355
910,61,Q447669
911,61,Q517137
912,61,Q1320792
913,61,Q1966135
914,61,Q2957862
915,61,Q3080877
916,62,Q181799
917,62,Q224159
918,62,Q230188
919,62,Q236247
920,62,Q273830
921,62,Q296500
922,62,Q435878
923,62,Q449602
924,62,Q1684369
925,62,Q19518129
926,63,Q52447
927,63,Q155449
928,63,Q176323
929,63,Q220396
930,63,Q297334
931,63,Q298694
932,63,Q299826
933,63,Q310785
934,63,Q323201
935,63,Q361657
936,63,Q370102
937,63,Q456199
938,63,Q517362
939,63,Q539011
940,63,Q562596
941,63,Q601922
942,63,Q2964867
943,63,Q3206291
944,63,Q4282539
945,63,Q5108127
946,63,Q6473264
947,63,Q7636246
948,63,Q16107193
949,64,Q40791
950,64,Q266270
951,64,Q310283
952,64,Q594106
953,64,Q707538
954,64,Q714675
955,64,Q1373450
956,64,Q2094939
957,64,Q2975115
958,65,Q11998
959,65,Q211040
960,65,Q225657
961,65,Q229556
962,65,Q237115
963,65,Q310947
964,65,Q495487
965,65,Q1062316
966,65,Q1384822
967,65,Q2448268
968,65,Q2452130
969,65,Q3379068
970,65,Q3516498
971,66,Q239145
972,66,Q378978
973,66,Q433355
974,66,Q545172
975,66,Q586857
976,66,Q705780
977,66,Q781151
978,66,Q3051530
979,66,Q3369571
980,66,Q5368421
981,68,Q203138
982,68,Q276432
983,68,Q356762
984,68,Q437254
985,68,Q448021
986,68,Q1050982
987,68,Q1931307
988,68,Q2121322
989,68,Q2941960
990,68,Q2942064
991,68,Q3164262
992,68,Q3194207
993,68,Q3379345
994,68,Q3507269
995,68,Q3517428
996,68,Q16228910
997,68,Q25391573
998,68,Q26255314
999,69,Q155449
1000,69,Q173637
1001,69,Q176323
1002,69,Q219717
1003,69,Q234544
1004,69,Q257286
1005,69,Q272956
1006,69,Q299826
1007,69,Q443065
1008,69,Q462078
1009,69,Q483148
1010,69,Q589797
1011,69,Q1366768
1012,69,Q1702204
1013,69,Q3206291
1014,69,Q4392643
1015,69,Q4767298
1016,69,Q24005923
1017,70,Q3772
1018,70,Q23844
1019,70,Q73007
1020,70,Q125106
1021,70,Q152309
1022,70,Q191132
1023,70,Q223830
1024,70,Q230523
1025,70,Q236842
1026,70,Q270186
1027,70,Q331461
1028,70,Q405542
1029,70,Q459384
1030,70,Q470591
1031,70,Q514913
1032,70,Q525318
1033,70,Q928456
1034,70,Q1452569
1035,70,Q2633389
1036,70,Q2924399
1037,71,Q125106
1038,71,Q125354
1039,71,Q199801
1040,71,Q263964
1041,71,Q313546
1042,71,Q349857
1043,71,Q529849
1044,71,Q687311
1045,71,Q724804
1046,71,Q935122
1047,71,Q953588
1048,71,Q1699298
1049,72,Q204586
1050,72,Q251067
1051,72,Q266361
1052,72,Q289540
1053,72,Q299790
1054,72,Q314805
1055,72,Q318267
1056,72,Q439163
1057,72,Q441941
1058,72,Q444429
1059,72,Q459349
1060,72,Q459820
1061,72,Q641352
1062,72,Q955106
1063,72,Q1310139
1064,72,Q1752546
1065,72,Q15491087
1066,72,Q16197069
1067,73,Q86336
1068,73,Q89130
1069,73,Q106255
1070,73,Q106443
1071,73,Q118782
1072,73,Q155493
1073,73,Q168359
1074,73,Q171557
1075,73,Q288157
1076,73,Q325453
1077,73,Q338617
1078,73,Q375290
1079,73,Q441334
1080,73,Q446235
1081,73,Q511848
1082,73,Q586054
1083,73,Q595946
1084,73,Q678957
1085,73,Q715111
1086,73,Q1166707
1087,73,Q1210514
1088,73,Q1352534
1089,73,Q1930523
1090,73,Q2087624
1091,73,Q2121322
1092,73,Q2403887
1093,73,Q2850884
1094,73,Q2917346
1095,73,Q3106217
1096,73,Q3130398
1097,73,Q3155029
1098,73,Q3158341
1099,73,Q3164853
1100,73,Q3165588
1101,73,Q3168172
1102,73,Q3185296
1103,73,Q3290621
1104,73,Q3291798
1105,73,Q3292402
1106,73,Q3296295
1107,73,Q3300341
1108,73,Q3336552
1109,73,Q3337073
1110,73,Q3340859
1111,73,Q3470077
1112,73,Q3507343
1113,73,Q3568792
1114,73,Q111370959
1115,74,Q41396
1116,74,Q204590
1117,74,Q233428
1118,74,Q236297
1119,74,Q241471
1120,74,Q271051
1121,74,Q271426
1122,74,Q286033
1123,74,Q288404
1124,74,Q565705
1125,74,Q1229052
1126,74,Q1319798
1127,74,Q1423160
1128,74,Q2778807
1129,74,Q3308234
1130,75,Q18916
1131,75,Q235302
1132,75,Q320204
1133,75,Q336282
1134,75,Q353755
1135,75,Q449507
1136,75,Q554218
1137,75,Q555236
1138,75,Q724684
1139,75,Q1145528
1140,75,Q1194830
1141,75,Q1775236
1142,75,Q2451476
1143,75,Q2516986
1144,75,Q2619903
1145,75,Q2834731
1146,75,Q2903195
1147,76,Q265544
1148,76,Q360477
1149,76,Q434795
1150,76,Q471062
1151,76,Q525449
1152,76,Q741394
1153,76,Q947551
1154,76,Q1131676
1155,76,Q3133026
1156,76,Q3441473
1157,76,Q4977163
1158,76,Q6162183
1159,76,Q7364531
1160,76,Q100450644
1161,76,Q105978710
1162,77,Q44634
1163,77,Q45909
1164,77,Q126164
1165,77,Q355009
1166,77,Q383764
1167,77,Q503886
1168,77,Q699702
1169,77,Q707310
1170,77,Q2964992
1171,77,Q3296634
1172,78,Q39792
1173,78,Q117249
1174,78,Q190998
1175,78,Q232282
1176,78,Q238045
1177,78,Q245692
1178,78,Q249865
1179,78,Q272972
1180,78,Q296370
1181,78,Q438537
1182,78,Q466409
1183,78,Q487379
1184,78,Q706246
1185,78,Q743907
1186,78,Q1283268
1187,78,Q4412009
1188,78,Q16977428
1189,78,Q24036596
1190,79,Q43044
1191,79,Q170572
1192,79,Q177311
1193,79,Q234610
1194,79,Q238912
1195,79,Q308722
1196,79,Q776052
1197,79,Q1291127
1198,79,Q1396699
1199,80,Q3038724
1200,80,Q4696642
1201,80,Q4766868
1202,81,Q104061
1203,81,Q109324
1204,81,Q183101
1205,81,Q185051
1206,81,Q189415
1207,81,Q230993
1208,81,Q232757
1209,81,Q233826
1210,81,Q272019
1211,81,Q279834
1212,81,Q350255
1213,81,Q352730
1214,81,Q373968
1215,81,Q463402
1216,81,Q472282
1217,81,Q594738
1218,81,Q679987
1219,81,Q862028
1220,81,Q1239533
1221,81,Q1366768
1222,82,Q263596
1223,82,Q447122
1224,82,Q470843
1225,82,Q485931
1226,82,Q579451
1227,82,Q607613
1228,82,Q1848888
1229,82,Q2068334
1230,82,Q2185015
1231,82,Q2194955
1232,82,Q2282736
1233,82,Q2333394
1234,82,Q2431878
1235,82,Q2467435
1236,82,Q2469859
1237,82,Q2473875
1238,82,Q2474855
1239,82,Q2554351
1240,82,Q2566361
1241,82,Q2696212
1242,82,Q3092750
1243,82,Q3148126
1244,82,Q3283242
1245,82,Q5174387
1246,82,Q14255125
1247,83,Q2118140
1248,85,Q208590
1249,85,Q229920
1250,85,Q270049
1251,85,Q324572
1252,85,Q707739
1253,85,Q722061
1254,85,Q965444
1255,85,Q18684646
1256,86,Q174843
1257,86,Q201976
1258,86,Q249865
1259,86,Q273136
1260,86,Q356287
1261,86,Q382197
1262,86,Q383064
1263,86,Q449863
1264,86,Q712009
1265,86,Q726140
1266,86,Q739105
1267,86,Q1175114
1268,86,Q1176588
1269,86,Q1712385
1270,86,Q5387095
1271,87,Q168721
1272,87,Q208685
1273,87,Q242206
1274,87,Q286942
1275,87,Q296577
1276,87,Q311754
1277,87,Q433198
1278,87,Q720553
1279,87,Q720581
1280,87,Q773512
1281,87,Q3178841
1282,87,Q3193117
1283,87,Q3311401
1284,87,Q3336393
1285,87,Q3336716
1286,88,Q230320
1287,88,Q298658
1288,88,Q311752
1289,88,Q312081
1290,88,Q362236
1291,88,Q366223
1292,88,Q437438
1293,88,Q441578
1294,88,Q447960
1295,88,Q710180
1296,88,Q712457
1297,88,Q721284
1298,88,Q941712
1299,88,Q16195870
1300,88,Q16269992
1301,89,Q37175
1302,89,Q185051
1303,89,Q195871
1304,89,Q202461
1305,89,Q235211
1306,89,Q261535
1307,89,Q275161
1308,89,Q706513
1309,89,Q862481
1310,89,Q1095721
1311,89,Q8060892
1312,92,Q40523
1313,92,Q172261
1314,92,Q203545
1315,92,Q298276
1316,92,Q314892
1317,92,Q372311
1318,92,Q1507136
1319,92,Q2926038
1320,92,Q3132807
1321,92,Q3134239
1322,92,Q3991502
1323,92,Q5372821
1324,93,Q43874
1325,93,Q232120
1326,93,Q236702
1327,93,Q239476
1328,93,Q279169
1329,93,Q367469
1330,93,Q650121
1331,93,Q1702204
1332,93,Q2572165
1333,93,Q2623441
1334,93,Q2688890
1335,93,Q3084485
1336,94,Q37876
1337,94,Q125017
1338,94,Q193070
1339,94,Q212026
1340,94,Q229560
1341,94,Q230779
1342,94,Q267383
1343,94,Q272929
1344,94,Q294185
1345,94,Q310324
1346,94,Q330762
1347,94,Q342252
1348,94,Q670291
1349,94,Q707759
1350,94,Q720530
1351,94,Q786720
1352,94,Q1198697
1353,94,Q1364747
1354,94,Q2702964
1355,95,Q31293
1356,95,Q80938
1357,95,Q83694
1358,95,Q144643
1359,95,Q204590
1360,95,Q237190
1361,95,Q240774
1362,95,Q317228
1363,95,Q352203
1364,95,Q356383
1365,95,Q362559
1366,95,Q544756
1367,95,Q707410
1368,95,Q962794
1369,95,Q1163293
1370,95,Q1189389
1371,95,Q1364886
1372,95,Q24681278
1373,96,Q152843
1374,96,Q235415
1375,96,Q272567
1376,96,Q363241
1377,96,Q467502
1378,96,Q861490
1379,96,Q1242707
1380,96,Q1335105
1381,96,Q2133840
1382,96,Q2734945
1383,97,Q193504
1384,97,Q204394
1385,97,Q232470
1386,97,Q271944
1387,97,Q274398
1388,97,Q331007
1389,97,Q373034
1390,97,Q491766
1391,97,Q539703
1392,97,Q543814
1393,97,Q551873
1394,97,Q557272
1395,97,Q658664
1396,97,Q921928
1397,97,Q964474
1398,97,Q1160865
1399,97,Q2848938
1400,97,Q2899054
1401,97,Q2966467
1402,97,Q3085922
1403,97,Q3092317
1404,97,Q3144684
1405,97,Q3189241
1406,97,Q3287976
1407,97,Q3489539
1408,99,Q271732
1409,99,Q4356165
1410,100,Q41163
1411,100,Q106175
1412,100,Q235359
1413,100,Q242504
1414,100,Q288101
1415,100,Q294641
1416,100,Q299314
1417,100,Q299689
1418,100,Q355209
1419,100,Q358360
1420,100,Q373989
1421,100,Q374346
1422,100,Q374586
1423,100,Q913872
1424,100,Q1280821
1425,100,Q1700068
1426,100,Q2665614
1427,100,Q3854078
1428,100,Q21067325
1429,101,Q95043
1430,101,Q107769
1431,101,Q161916
1432,101,Q229011
1433,101,Q506052
1434,101,Q720464
1435,101,Q972451
1436,101,Q2633253
1437,101,Q2718435
1438,101,Q3833363
1439,101,Q19948176
1440,102,Q230035
1441,102,Q236399
1442,102,Q272946
1443,102,Q289743
1444,102,Q315763
1445,102,Q345212
1446,102,Q438992
1447,102,Q483325
1448,102,Q641408
1449,102,Q720742
