,wikidataURI,name
83,Q81328,Harrison Ford
84,Q106349,Fanny Ardant
85,Q171530,Patrick Bruel
86,Q208649,Paul Giamatti
87,Q229059,Julia Ormond
88,Q229560,Lauren Holly
89,Q235989,Angie Dickinson
90,Q257065,Nancy Marchand
91,Q257317,Margo Martindale
92,Q259940,Valérie Lemercier
93,Q269869,Greg Kinnear
94,Q274599,Carmen Chaplin
95,Q275192,Elizabeth Franz
96,Q290531,Inés Sastre
97,Q318607,Richard Crenna
98,Q388744,Guillaume Gallienne
99,Q452979,J. Smith-Cameron
100,Q454951,Míriam Colón
101,Q599439,John Wood
102,Q2313940,Becky Ann Baker
103,Q2454742,Dana Ivey
104,Q152767,Brad Renfro
105,Q232101,Rachael Leigh Cook
106,Q275803,Amy Wright
107,Q325082,Charles Rocket
108,Q431564,Marian Seldes
109,Q460882,Jonathan Taylor Thomas
110,Q904209,Eric Schweig
111,Q1143308,Blake Heron
112,Q1384407,Mike McShane
113,Q5178558,Courtland Mead
114,Q308840,Jean-Claude Van Damme
115,Q386249,Michael Gaston
116,Q453652,Faith Minton
117,Q460451,Audra Lindley
118,Q503027,Powers Boothe
119,Q551415,Jay Caufield
120,Q661592,Luc Robitaille
121,Q730084,Ross Malinger
122,Q1244995,Dorian Harewood
123,Q1359938,Raymond J. Barry
124,Q2690748,Brian Delate
125,Q6375650,Kate McNeil
126,Q11099752,Whittni Wright
127,Q23306199,Tommy Lafitte
128,Q28054,Judi Dench
129,Q29092,Desmond Llewelyn
130,Q61510,Gottfried John
131,Q81520,Pierce Brosnan
132,Q190794,Famke Janssen
133,Q191104,Sean Bean
134,Q229056,Minnie Driver
135,Q230055,Izabella Scorupco
136,Q238356,Samantha Bond
137,Q282033,Martin Campbell
138,Q296008,Robbie Coltrane
139,Q316629,Alan Cumming
140,Q317704,Tchéky Karyo
141,Q460578,Michael G. Wilson
142,Q952431,Michael Kitchen
143,Q962579,Joe Don Baker
144,Q3275736,Simon Crane
145,Q3479144,Serena Gordon
146,Q4205208,Ravil Isyanov
147,Q60422,Joshua Malina
148,Q119798,Michael Douglas
149,Q132217,George Murdock
150,Q152082,Ron Canada
151,Q181799,Richard Dreyfuss
152,Q184572,Martin Sheen
153,Q190602,Annette Bening
154,Q237190,Samantha Mathis
155,Q286777,Anna Deavere Smith
156,Q299194,Aaron Sorkin
157,Q344655,John Mahoney
158,Q373989,David Paymer
159,Q395274,Michael J. Fox
160,Q454818,Shawna Waldron
161,Q508960,Nina Siemaszko
162,Q530627,Anne Haney
163,Q533824,Gail Strickland
164,Q956021,Wendie Malick
165,Q1125651,Thom Barry
166,Q3177046,Jennifer Crystal Foley
167,Q3193117,Karen Maruyama
168,Q3830906,Leslie Bega
169,Q82786,Leslie Nielsen
170,Q104266,Mel Brooks
171,Q183532,Anne Bancroft
172,Q259703,Amy Yasbeck
173,Q267976,Lysette Anthony
174,Q299309,Peter MacNicol
175,Q441941,David DeLuise
176,Q582996,Mike Connors
177,Q717656,Harvey Korman
178,Q724796,Steven Weber
179,Q725399,Clive Revill
180,Q969860,Charlie Callas
181,Q1386043,Ezio Greggio
182,Q1909598,Matthew Porretta
183,Q2874245,Avery Schreiber
184,Q2967601,Chuck McCann
185,Q3048423,Karen Roe
186,Q3660510,Carol Arthur
187,Q3776459,Gregg Binkley
188,Q6455564,Megan Cavanagh
189,Q6766758,Mark Blankfield
190,Q18707912,Darla Haun
191,Q24091049,Vince Grant
192,Q144622,Phil Collins
193,Q211283,Bob Hoskins
194,Q234128,Miriam Margolyes
195,Q310292,Jim Cummings
196,Q913872,Bridget Fonda
197,Q3454165,Kevin Bacon
198,Q440,Salvador Allende
199,Q5816,Mao Zedong
200,Q23685,Jimmy Carter
201,Q39965,James Pickens
202,Q65932,Anthony Hopkins
203,Q100440,Larry Hagman
204,Q104791,Ed Harris
205,Q108935,Mary Steenburgen
206,Q165421,Jacqueline Kennedy Onassis
207,Q179497,Oliver Stone
208,Q193105,James Woods
209,Q224754,Tony Goldwyn
210,Q229305,Joan Allen
211,Q230779,Annabeth Gish
212,Q234068,Madeline Kahn
213,Q235072,Marley Shelton
214,Q238432,Bridgette Wilson
215,Q256666,Sean Stone
216,Q271539,Michelle Krusiec
217,Q284876,Sam Waterston
218,Q313653,Michael Chiklis
219,Q316032,John C. McGinley
220,Q354031,Tom Bower
221,Q367549,Robert Beltran
222,Q373976,David Hyde Pierce
223,Q437205,Julie Condra
224,Q446089,Joanna Going
225,Q447892,Paul Sorvino
226,Q452169,Donna Dixon
227,Q464612,Bai Ling
228,Q502128,J. T. Walsh
229,Q536437,Edward Herrmann
230,Q544692,Tony Plana
231,Q558721,Kamar de los Reyes
232,Q706117,Kevin Dunn
233,Q706165,E. G. Marshall
234,Q724804,Dan Hedaya
235,Q776052,Tony Lo Bianco
236,Q893777,Boris Sichkin
237,Q944198,John Stockwell
238,Q947748,John Diehl
239,Q976176,Saul Rubinek
240,Q1143618,Corey Carrier
241,Q1277484,Fyvush Finkel
242,Q1321988,Jon Tenney
243,Q1372953,James Karen
244,Q1430165,Victor Rivers
245,Q1508079,George Plimpton
246,Q1699298,John Bedford Lloyd
247,Q3430193,Ric Young
248,Q4963077,Brian Bedford
249,Q9069104,Richard Fancy
250,Q23640214,David Barry Gray
251,Q280098,Geena Davis
252,Q310944,Frank Langella
253,Q318249,Matthew Modine
254,Q318712,Renny Harlin
255,Q377072,Patrick Malahide
256,Q463285,Rex Linn
257,Q511832,Christopher Masterson
258,Q951634,Maury Chaykin
259,Q953588,Paul Dillon
260,Q1346123,Harris Yulin
261,Q1494955,Tam White
262,Q1689283,Jimmie F. Skaggs
263,Q1964106,Rupert Vansittart
264,Q2330114,Stan Shaw
265,Q2966537,Christopher Adamson
266,Q3017460,David Bailie
267,Q3430965,Richard Leaf
268,Q3929913,Ramon Tikaram
269,Q4764269,Angus Wright
270,Q4819161,Daragh O'Malley
271,Q5308817,George Murcell
272,Q6387351,Ken Bones
273,Q6450083,Kwame Kwei-Armah
274,Q6780497,Mary Peach
275,Q20178,Joe Pesci
276,Q62975,Sharon Stone
277,Q200460,Jayne Meadows
278,Q380904,Steve Schirripa
279,Q441713,Catherine Scorsese
280,Q463407,Frank Vincent
281,Q468635,Frankie Avalon
282,Q489218,Alfonso Gomez-Rejon
283,Q553276,Steve Allen
284,Q643106,Alan King
285,Q934345,L. Q. Jones
286,Q1066037,Charles Scorsese
287,Q1593902,Heide Keller
288,Q1889124,Richard Riehle
289,Q2055682,Pasquale Cajano
290,Q2329915,Dick Warlock
291,Q2555878,Nobu Matsuhisa
292,Q3082480,Frank Adonis
293,Q3185566,Joseph Rigano
294,Q3706964,Dick Smothers
295,Q3809097,John Bloom
296,Q3854240,Melissa Prophet
297,Q3901477,Philip Suriano
298,Q4013709,Vinny Vella
299,Q49017,Hugh Laurie
300,Q106481,Alan Rickman
301,Q163286,Hugh Grant
302,Q168724,Emma Thompson
303,Q202765,Kate Winslet
304,Q211322,Tom Wilkinson
305,Q234142,Gemma Jones
306,Q234798,Imelda Staunton
307,Q271177,Harriet Walter
308,Q272554,Elizabeth Spriggs
309,Q273048,Imogen Stubbs
310,Q387434,Greg Wise
311,Q434694,Robert Hardy
312,Q562973,Oliver Ford Davies
313,Q3161081,James Fleet
314,Q6948200,Myriam Francois-Cerrah
315,Q7327505,Richard Lumsden
316,Q1744,Madonna
317,Q2680,Bruce Willis
318,Q3772,Quentin Tarantino
319,Q41548,Antonio Banderas
320,Q125106,Salma Hayek
321,Q181229,Jennifer Beals
322,Q191828,Marisa Tomei
323,Q203804,Tim Roth
324,Q230710,Valeria Golino
325,Q233502,Lili Taylor
326,Q236247,Alicia Witt
327,Q265218,Tamlyn Tomita
328,Q271590,Ione Skye
329,Q432437,Kathy Griffin
330,Q454237,Amanda de Cadenet
331,Q514913,Lawrence Bender
332,Q928456,Marc Lawrence
333,Q1176208,David Proval
334,Q2399795,Sammi Davis
335,Q2434817,Paul Calderón
336,Q4124915,Patricia Vonne
337,Q40504,Jim Carrey
338,Q238864,Sophie Okonedo
339,Q294586,Adewale Akinnuoye-Agbaje
340,Q352203,Bob Gunton
341,Q368587,Tommy Davidson
342,Q704314,Bruce Spence
343,Q731187,Simon Callow
344,Q1228672,Ken Kirzinger
345,Q1655608,Ian McNeice
346,Q3229155,Leif Tilden
347,Q6797398,Maynard Eziashi
348,Q40715,Jennifer Lopez
349,Q82488,Flex Alexander
350,Q115134,Aida Turturro
351,Q189694,Wesley Snipes
352,Q201279,Woody Harrelson
353,Q273208,Chris Cooper
354,Q279834,Bill Nunn
355,Q512986,Vincent Pastore
356,Q524281,Robert Blake
357,Q545711,Enrico Colantoni
358,Q922952,Joe Grifasi
359,Q966151,José Zúñiga
360,Q1189169,Vincent Laresca
361,Q1699440,John Bryant Davila
362,Q1803683,Lawrence Gilliard Jr.
363,Q1968862,Skipp Sudduth
364,Q2380339,Thomas G. Waites
365,Q3476313,Scott Sowers
366,Q22963890,Angel Caban
367,Q24699898,John Cenatiempo
368,Q26806,Danny DeVito
369,Q80938,John Travolta
370,Q150943,Gene Hackman
371,Q190631,Bette Midler
372,Q191132,Harvey Keitel
373,Q229612,Rene Russo
374,Q237659,Penny Marshall
375,Q308722,James Gandolfini
376,Q317567,Barry Sonnenfeld
377,Q352935,Dennis Farina
378,Q362559,Delroy Lindo
379,Q935122,Miguel Sandoval
380,Q962944,Jacob Vargas
381,Q975161,Alex Rocco
382,Q1174608,David Groh
383,Q1319770,Jon Gries
384,Q2057449,Patrick Breen
385,Q2300160,Vito Scotti
386,Q3157150,Jack Conley
387,Q102124,Sigourney Weaver
388,Q105660,Holly Hunter
389,Q313755,Harry Connick Jr.
390,Q361400,Will Patton
391,Q363386,Dermot Mulroney
392,Q489335,William McNamara
393,Q1702743,Jon Briddell
394,Q3156752,J. E. Freeman
395,Q3434221,Rob Nilsson
396,Q6255748,John Rothman
397,Q40026,Sylvester Stallone
398,Q80405,Julianne Moore
399,Q235607,Kelly Rowan
400,Q261926,Muse Watson
401,Q515095,Tim Blake Nelson
402,Q720762,Currie Graham
403,Q977086,Reed Diamond
404,Q1240192,Donald Moffat
405,Q1383608,Axel Anderson
406,Q2359066,David Fralick
407,Q3017294,Dave Young
408,Q3176521,Jeff King
409,Q3191932,Kai Wulff
410,Q5508497,Fulvio Cecere
411,Q7346816,Robert Lee Minor
412,Q15458615,J. Mills Goodloe
413,Q106706,Jeff Goldblum
414,Q266432,Susan Tyrrell
415,Q312077,Lance Henriksen
416,Q447967,Sean Patrick Flanery
417,Q530646,Ray Wise
418,Q2923471,Bradford Tatum
419,Q54913247,Brandon Smith
420,Q39972,Ed Lauter
421,Q42869,Nicolas Cage
422,Q95039,Bob Rafelson
423,Q207852,Elisabeth Shue
424,Q231717,Emily Procter
425,Q233313,Shawnee Smith
426,Q236151,Carey Lowell
427,Q275254,Lucinda Jenney
428,Q275964,Mariska Hargitay
429,Q331587,Richard Lewis
430,Q353978,R. Lee Ermey
431,Q357762,Danny Huston
432,Q363518,Julian Sands
433,Q509026,Graham Beckel
434,Q707410,French Stewart
435,Q710131,Mike Figgis
436,Q726024,Vincent Ward
437,Q2448268,Jeremy Jordan
438,Q3307977,Michael A. Goorjian
439,Q3536506,David Brisbin
440,Q7791601,Thomas Kopache
441,Q19628621,Albert Henderson
442,Q22893804,Paul Quinn
443,Q55294,Kenneth Branagh
444,Q193048,Laurence Fishburne
445,Q208746,Nathaniel Parker
446,Q230659,Irène Jacob
447,Q298276,Michael Sheen
448,Q353050,Philip Locke
449,Q555379,Gabriele Ferzetti
450,Q861490,Michael Maloney
451,Q956942,Pierre Vaneck
452,Q1649558,Indra Ové
453,Q2133840,Nicholas Farrell
454,Q2848380,André Oumansky
455,Q6256755,John Savident
456,Q23914573,Anna Patrick
457,Q40143,Janeane Garofalo
458,Q43044,Demi Moore
459,Q176455,Melanie Griffith
460,Q184103,Christina Ricci
461,Q193555,Brendan Fraser
462,Q230131,Cloris Leachman
463,Q234144,Rita Wilson
464,Q234566,Rumer Willis
465,Q236875,Thora Birch
466,Q242472,Lolita Davidovich
467,Q272929,Rosie O'Donnell
468,Q275480,Ashleigh Aston Moore
469,Q292381,Gaby Hoffmann
470,Q317308,Devon Sawa
471,Q2546377,Walter Sparrow
472,Q17402889,Ric Reitz
473,Q73612,Fiona Shaw
474,Q274046,Victoria Hamilton
475,Q314892,Ciarán Hinds
476,Q380884,Corin Redgrave
477,Q388204,Robert Glenister
478,Q454111,Amanda Root
479,Q467362,Sophie Thompson
480,Q525541,John Woodvine
481,Q971782,Simon Russell Beale
482,Q1389078,Samuel West
483,Q1711151,Judy Cornwell
484,Q3017697,David Collings
485,Q3381355,Phoebe Nicholls
486,Q3505565,Susan Fleetwood
487,Q3934844,Richard McCabe
488,Q5441786,Felicity Dean
489,Q7358291,Roger Hammond
490,Q7358541,Roger Llewellyn
491,Q16197218,Helen Schlesinger
492,Q16230637,Sally George
493,Q38554,Dominique Pinon
494,Q106204,Jean-Louis Trintignant
495,Q174305,Enrique Villanueva
496,Q220698,Ron Perlman
497,Q434168,Judith Vittet
498,Q491766,Mathieu Kassovitz
499,Q579505,Jean-Claude Dreyfus
500,Q705489,Marc Caro
501,Q715111,Rufus
502,Q1892037,Mapi Galán
503,Q2121322,Ticky Holgado
504,Q2465528,Daniel Emilfork
505,Q2834628,Alexis Pivot
506,Q2865232,Arthur Mazet
507,Q2877830,Babeth Étienne
508,Q2966477,Christophe Salengro
509,Q3008962,Cyril Aubin
510,Q3034988,Dominique Bettenfeld
511,Q3035063,Dominique Chevalier
512,Q3082910,Frankie Pain
513,Q3084824,François Hadji-Lazaro
514,Q3100607,Geneviève Brunet
515,Q3168815,Jean-Philippe Labadie
516,Q3259425,Lorella Cravotta
517,Q3316001,Mireille Mossé
518,Q3335637,Nane Germon
519,Q3349242,Odile Mallet
520,Q3479446,Serge Merlin
521,Q3524276,Thierry Gibault
522,Q22248151,Raphaèle Bouchard
523,Q150903,Gong Li
524,Q1285326,Fu Biao
525,Q6539189,Li Xuejian
526,Q9203777,Li Baotian
527,Q47541969,Xiao-Xiao Wang
528,Q159778,Michelle Pfeiffer
529,Q164624,George Dzundza
530,Q233736,Mýa
531,Q273075,Robin Bartlett
532,Q328780,Wade Domínguez
533,Q433149,Paula Garcés
534,Q460786,Lorraine Toussaint
535,Q545507,Camille Winbush
536,Q575879,Ivan Sergei
537,Q710169,Courtney B. Vance
538,Q721323,John Neville
539,Q784009,Danny Strong
540,Q934917,Al Israel
541,Q3328206,Renoly Santiago
542,Q7422573,Sarah Marshall
543,Q35332,Brad Pitt
544,Q42671,Frank Gorshin
545,Q132112,Roger Pratt
546,Q190523,Christopher Plummer
547,Q209098,Madeleine Stowe
548,Q273082,Annie Golden
549,Q296370,David Morse
550,Q323285,Richard Stanley
551,Q325070,Simon Jones
552,Q380095,Christopher Meloni
553,Q439053,LisaGay Hamilton
554,Q1190406,Matt Ross
555,Q1343857,Jon Seda
556,Q1651225,Vernon Campbell
557,Q2390478,Bill Raymond
558,Q3498519,Stephen Bridgewater
559,Q5044320,Carol Florence
560,Q235599,Brittany Byrnes
561,Q299483,James Cromwell
562,Q542810,Patrika Darbo
563,Q914432,Marshall Napier
564,Q1320792,Ross Bagley
565,Q2482522,Magda Szubanski
566,Q2628916,Tina Lifford
567,Q3391203,Paul Goddard
568,Q24680582,Rosanna Huffman
569,Q4293,Jon Abrahams
570,Q4488,Clancy Brown
571,Q44221,Sean Penn
572,Q133050,Susan Sarandon
573,Q258246,Lois Smith
574,Q260184,Eva Amurri
575,Q289931,Celia Weston
576,Q315099,Peter Sarsgaard
577,Q483907,Jack Black
578,Q718135,Scott Wilson
579,Q1312282,Robert Prosky
580,Q1745573,Nesbitt Blaisdell
581,Q2326533,Michael Cullen
582,Q2683767,Kevin Cooney
583,Q3218090,Larry Pine
584,Q21027993,Barton Heyman
585,Q151935,Kirstie Alley
586,Q268451,Jane Sibbett
587,Q318685,Steve Guttenberg
588,Q1151944,Mary-Kate Olsen
589,Q1193914,Ashley Olsen
590,Q1292127,Philip Bosco
591,Q3219888,Lawrence Dane
592,Q5302371,Dov Tiefenbach
593,Q168847,Brittany Murphy
594,Q199945,Alicia Silverstone
595,Q276525,Paul Rudd
596,Q360674,Breckin Meyer
597,Q442273,Amy Heckerling
598,Q449352,Elisa Donovan
599,Q449863,Jeremy Sisto
600,Q454119,Julie Brown
601,Q454328,Stacey Dash
602,Q524776,Julie Brown
603,Q1038375,Carl Gottlieb
604,Q1676908,Jace Alexander
605,Q7858375,Twink Caplan
606,Q106775,Richard Harris
607,Q203960,James Earl Jones
608,Q539333,Dolly Rathebe
609,Q706513,Charles S. Dutton
610,Q165219,Robert Downey Jr.
611,Q170510,Ian McKellen
612,Q172653,Maggie Smith
613,Q185079,Jim Broadbent
614,Q208590,Kristin Scott Thomas
615,Q269589,Nigel Hawthorne
616,Q313020,Dominic West
617,Q425656,Michael Elphick
618,Q431506,Stacey Kent
619,Q552162,Tim McInnerny
620,Q657541,Edward Hardwicke
621,Q862358,Bill Paterson
622,Q976829,Jim Carter
623,Q2825024,Adrian Dunbar
624,Q3713649,Donald Sumpter
625,Q5111970,Christopher Bowen
626,Q5343766,Edward Jewesbury
627,Q6375799,Kate Steavenson-Payne
628,Q6757755,Marco Williamson
629,Q7849148,Trés Hanley
630,Q111995845,Matthew Groom
631,Q219717,Chris Tucker
632,Q296500,Terrence Howard
633,Q362697,Freddy Rodriguez
634,Q370918,Keith David
635,Q536025,N'Bushe Wright
636,Q708153,Seymour Cassel
637,Q941660,Clifton Powell
638,Q1139685,Bokeem Woodbine
639,Q1805906,Larenz Tate
640,Q2256321,Elizabeth Rodriguez
641,Q167498,Meg Ryan
642,Q212790,David Thewlis
643,Q214309,Sam Neill
644,Q237904,Polly Walker
645,Q315495,Ian McDiarmid
646,Q431841,Jenny Runacre
647,Q740202,Roger Ashton-Griffiths
648,Q817739,Benjamin Whitrow
649,Q930517,Simon Taylor
650,Q1529036,Mark Letheren
651,Q2492063,David Ryall
652,Q3646136,Bryan Pringle
653,Q5489287,Frank Rozelaar-Green
654,Q6253647,John Quarmby
655,Q7372779,Roy Evans
656,Q16196371,Rosalind Bennett
657,Q18160518,David Gant
658,Q27186037,Mary MacLeod
659,Q60177560,Sandy McDade
660,Q81131,Talisa Soto
661,Q105158,Christopher Lambert
662,Q353049,Robin Shou
663,Q381799,Cary-Hiroyuki Tagawa
664,Q447221,Linden Ashby
665,Q488335,Kevin Michael Richardson
666,Q2006904,Trevor Goddard
667,Q2076016,Peter Jason
668,Q2568788,François Petit
669,Q2664625,Chris Casamassa
670,Q2984598,Keith Cooke
671,Q3327868,Steven Ho
672,Q7417278,Sandy Helberg
673,Q12059144,Tom Woodruff Jr.
674,Q19282123,John Fujioka
675,Q37459,Nicole Kidman
676,Q55422,David Cronenberg
677,Q185140,Joaquin Phoenix
678,Q193070,Matt Dillon
679,Q235198,Holland Taylor
680,Q269669,Illeana Douglas
681,Q270730,Casey Affleck
682,Q311976,Wayne Knight
683,Q317228,Kurtwood Smith
684,Q444338,Rain Phoenix
685,Q449900,George Segal
686,Q999332,Buck Henry
687,Q1189681,Michael Rispoli
688,Q2837155,Alison Folland
689,Q3187233,Joyce Maynard
690,Q3514657,Tamara Gorski
691,Q23815354,David Collins
692,Q19526,Maya Angelou
693,Q40162,Kate Capshaw
694,Q101797,Winona Ryder
695,Q107656,Jean Simmons
696,Q211144,Ellen Burstyn
697,Q266179,Johnathon Schaech
698,Q266467,Kate Nelligan
699,Q271883,Melinda Dillon
700,Q312161,Adam Baldwin
701,Q313043,Richard Jenkins
702,Q313522,Rip Torn
703,Q403393,David Williams
704,Q454035,Tamala Jones
705,Q465676,Esther Rolle
706,Q484523,Jared Leto
707,Q488723,Loren Dean
708,Q526620,Alfre Woodard
709,Q542789,Alicia Goranson
710,Q788586,Tim Guinee
711,Q867813,Claire Danes
712,Q1972652,Will Estes
713,Q2746012,Derrick O'Connor
714,Q2861145,Ari Meyers
715,Q3022516,Denis Arndt
716,Q25144,Kevin Spacey
717,Q34460,Gwyneth Paltrow
718,Q48337,Morgan Freeman
719,Q355209,Richard Schiff
720,Q446493,Richard Roundtree
721,Q505689,Andrew Kevin Walker
722,Q526468,Michael Massee
723,Q718382,Mark Boone Junior
724,Q1139511,Richmond Arquette
725,Q1320006,Leland Orser
726,Q1333793,Haris Savides
727,Q3361195,Richard Portnow
728,Q4722037,Alfonso Freeman
729,Q5219143,Daniel Zacapa
730,Q7173458,Peter Crombie
731,Q16237544,Hawthorne James
732,Q24023955,Endre Hules
733,Q42229,Mel Gibson
734,Q45772,Christian Bale
735,Q202449,David Ogden Stiers
736,Q232874,Linda Hunt
737,Q296577,Frank Welker
738,Q298838,Billy Connolly
739,Q319799,Russell Means
740,Q958996,Irene Bedard
741,Q975652,Gordon Tootoosis
742,Q1582689,John Kassir
743,Q3015280,Danny Mann
744,Q3811020,Judy Kuhn
745,Q27681379,Joe Baker
746,Q27681790,Michelle St. John
747,Q27681943,James Apaumut Fall
748,Q372256,Don McKellar
749,Q443835,Pascale Bussières
750,Q739004,Henry Czerny
751,Q1280116,Rachael Crawford
752,Q3183440,Jonathan Potts
753,Q113206,Clark Gregg
754,Q164534,Pedro Castillo
755,Q193668,Benicio del Toro
756,Q217137,Pete Postlethwaite
757,Q235635,Suzy Amis Cameron
758,Q269807,Michelle Clunie
759,Q296616,Gabriel Byrne
760,Q310947,Stephen Baldwin
761,Q337658,Christopher McQuarrie
762,Q338812,Chazz Palminteri
763,Q378978,Cástulo Guerra
764,Q391445,Christine Estabrook
765,Q687311,Frank Medrano
766,Q726142,Giancarlo Esposito
767,Q982866,Louis Lombardi
768,Q1651660,Paul Bartel
769,Q19951913,Carl Bressler
770,Q19956031,Ron Gilbert
771,Q25089,Woody Allen
772,Q170428,Helena Bonham Carter
773,Q181936,F. Murray Abraham
774,Q212026,Mira Sorvino
775,Q230188,Olympia Dukakis
776,Q235622,Claire Bloom
777,Q290006,Lisa Vidal
778,Q342252,Michael Rapaport
779,Q360477,Peter Weller
780,Q373968,Jack Warden
781,Q726201,Tony Sirico
782,Q937922,Tony Darrow
783,Q2025392,Rosemary Murphy
784,Q14369226,Donald Symington
785,Q380685,Michele Placido
786,Q1343824,Enrico Lo Verso
787,Q3303180,Piro Milkani
788,Q3660237,Carmelo Di Mazzarelli
789,Q266361,Olivia d'Abo
790,Q665128,Chauncey Leopardi
791,Q725017,Patrick Renna
792,Q766325,Bug Hall
793,Q1319653,Jay O. Sanders
794,Q6187431,Jessica Robertson
795,Q223110,John C. Reilly
796,Q232902,Jennifer Jason Leigh
797,Q235189,Mare Winningham
798,Q282197,Jason Carter
799,Q330762,Max Perlich
800,Q904400,Michael Shapiro
801,Q1222922,Dieter Thomas Kuhn
802,Q1689472,Jimmy Witherspoon
803,Q3181360,John Doe
804,Q53120,Dylan McDermott
805,Q230636,Geraldine Chaplin
806,Q310318,David Strathairn
807,Q329784,Charles Durning
808,Q444187,Cynthia Stevenson
809,Q572004,Austin Pendleton
810,Q723027,Shawn Hatosy
811,Q16529000,Angela Paton
812,Q25114132,Susan Lyall
813,Q53035,Massimo Troisi
814,Q106482,Philippe Noiret
815,Q234775,Maria Grazia Cucinotta
816,Q435763,Anna Bonaiuto
817,Q2113601,Simona Caparrini
818,Q3424831,Renato Scarpa
819,Q3832608,Linda Moretti
820,Q3847789,Mariano Rigillo
821,Q238912,Lindsay Crouse
822,Q316709,Steve Coogan
823,Q327215,Hal Scardino
824,Q374586,Nestor Serrano
825,Q445116,Vincent Kartheiser
826,Q537190,David Keith
827,Q1865086,Litefoot
828,Q3469385,Sakina Jaffrey
829,Q7336034,Rishi Bhat
830,Q103946,Kiefer Sutherland
831,Q187033,Sally Field
832,Q234551,Beverly D'Angelo
833,Q269360,Jane Morris
834,Q276269,Joe Mantegna
835,Q353101,Armin Shimerman
836,Q433355,Patricia Belcher
837,Q447669,Philip Baker Hall
838,Q517137,Donal Logue
839,Q1966135,Natalia Nogulich
840,Q2957862,Charlayne Woodard
841,Q3080877,Francesca Roberts
842,Q224159,William H. Macy
843,Q273830,Joanna Gleason
844,Q435878,Jean Louisa Kelly
845,Q449602,Glenne Headly
846,Q1684369,Jay Thomas
847,Q19518129,Anthony Natale
848,Q52447,RZA
849,Q155449,Faizon Love
850,Q176323,Bernie Mac
851,Q220396,Vivica A. Fox
852,Q297334,Omar Epps
853,Q298694,Method Man
854,Q299826,Paula Jai Parker
855,Q310785,Marlon Wayans
856,Q323201,Keenen Ivory Wayans
857,Q361657,GZA
858,Q370102,Shawn Wayans
859,Q456199,Kim Wayans
860,Q517362,Damien Dante Wayans
861,Q539011,Tracey Cherelle Jones
862,Q601922,Antonio Fargas
863,Q2964867,Chris Spencer
864,Q3206291,LaWanda Page
865,Q4282539,Helen Martin
866,Q5108127,Chris Spencer
867,Q6473264,Lahmard Tate
868,Q7636246,Suli McCullough
869,Q16107193,Jeffrey Anderson-Gunter
870,Q40791,Sandra Bullock
871,Q266270,Yaphet Kotto
872,Q310283,Denis Leary
873,Q594106,Jonathan Tucker
874,Q707538,Stephen Dillane
