,movieId,country
427,373,Q30
428,374,Q30
429,376,Q30
430,377,Q30
431,378,Q30
432,379,Q16
433,379,Q17
434,379,Q30
435,380,Q30
436,381,Q30
437,382,Q30
438,383,Q30
439,384,Q30
440,385,Q27
441,385,Q145
442,386,Q30
443,387,Q30
444,388,Q30
445,389,Q142
446,390,Q30
447,391,Q30
448,393,Q30
449,405,Q16
450,405,Q142
451,405,Q145
452,406,Q30
453,407,Q30
454,408,Q30
455,409,Q30
456,410,Q30
457,412,Q30
458,413,Q30
459,414,Q30
460,415,Q30
461,416,Q30
462,417,Q30
463,418,Q30
464,418,Q145
465,419,Q30
466,420,Q30
467,421,Q30
468,421,Q145
469,422,Q30
470,423,Q30
471,424,Q30
472,425,Q30
473,426,Q30
474,427,Q30
475,428,Q30
476,429,Q30
477,430,Q30
478,431,Q30
479,432,Q30
480,433,Q30
481,434,Q30
482,434,Q38
483,435,Q30
484,436,Q30
485,437,Q30
486,438,Q30
487,440,Q30
488,441,Q30
489,442,Q30
490,444,Q30
491,445,Q30
492,446,Q148
493,448,Q30
494,449,Q30
495,450,Q30
496,451,Q30
497,452,Q145
498,453,Q30
499,454,Q30
500,455,Q30
501,456,Q30
502,456,Q142
503,457,Q30
504,458,Q30
505,459,Q30
506,460,Q30
507,461,Q30
508,464,Q30
509,466,Q30
510,467,Q30
511,468,Q145
512,469,Q30
513,469,Q35
514,469,Q45
515,469,Q142
516,469,Q183
517,470,Q30
518,471,Q30
519,471,Q145
520,471,Q183
521,472,Q30
522,473,Q30
523,474,Q30
524,475,Q27
525,475,Q30
526,475,Q145
527,476,Q30
528,477,Q30
529,478,Q30
530,479,Q30
531,480,Q30
532,481,Q30
533,482,Q30
534,482,Q142
535,484,Q30
536,485,Q30
537,486,Q30
538,487,Q30
539,487,Q408
540,488,Q30
541,489,Q30
542,490,Q30
543,491,Q30
544,492,Q30
545,493,Q30
546,494,Q30
547,495,Q17
548,495,Q142
549,496,Q30
550,497,Q30
551,497,Q145
552,499,Q30
553,500,Q30
554,501,Q145
555,502,Q30
556,504,Q30
557,505,Q30
558,506,Q38
559,506,Q55
560,506,Q142
561,506,Q145
562,506,Q159
563,507,Q30
564,508,Q30
565,509,Q142
566,509,Q145
567,509,Q408
568,509,Q664
569,510,Q30
570,511,Q30
571,512,Q30
572,513,Q30
573,514,Q30
574,515,Q30
575,515,Q145
576,516,Q30
577,517,Q30
578,518,Q30
579,519,Q30
580,520,Q30
581,520,Q142
582,521,Q30
583,521,Q145
584,522,Q408
585,523,Q30
586,524,Q30
587,526,Q38
588,526,Q142
589,527,Q30
590,528,Q30
591,529,Q30
592,531,Q30
593,531,Q145
594,532,Q30
595,533,Q30
596,534,Q30
597,534,Q145
598,535,Q30
599,536,Q30
600,537,Q145
601,537,Q408
602,538,Q30
603,539,Q30
604,540,Q30
605,541,Q30
606,541,Q8646
607,542,Q30
608,543,Q30
609,544,Q30
610,546,Q30
611,547,Q30
612,548,Q30
613,549,Q16
614,550,Q30
615,551,Q30
616,552,Q30
617,552,Q40
618,552,Q145
619,553,Q30
620,555,Q30
621,555,Q142
622,556,Q30
623,558,Q30
624,562,Q30
625,563,Q38
626,563,Q142
627,564,Q30
628,567,Q29
629,567,Q142
630,568,Q145
631,569,Q30
632,573,Q38
633,574,Q30
634,575,Q30
635,577,Q30
636,579,Q38
637,580,Q30
638,580,Q145
639,581,Q30
640,583,Q38
641,583,Q142
642,585,Q30
643,586,Q30
644,587,Q30
645,588,Q30
646,589,Q30
647,590,Q30
648,592,Q30
649,593,Q30
650,594,Q30
651,595,Q30
652,596,Q30
653,597,Q30
654,599,Q30
655,600,Q30
656,602,Q30
657,605,Q30
658,606,Q30
659,606,Q145
660,608,Q30
661,608,Q145
662,609,Q30
663,610,Q16
664,611,Q30
665,612,Q30
666,613,Q30
667,613,Q38
668,613,Q142
669,613,Q145
670,615,Q38
671,616,Q30
672,617,Q29
673,617,Q142
674,618,Q29
675,618,Q30
676,619,Q30
677,626,Q30
678,627,Q30
679,628,Q30
680,631,Q30
681,632,Q29
682,632,Q38
683,632,Q142
684,632,Q145
685,632,Q183
686,633,Q30
687,634,Q30
688,635,Q30
689,636,Q30
690,637,Q30
691,638,Q142
692,638,Q145
693,639,Q30
694,640,Q30
695,645,Q38
696,645,Q142
697,647,Q30
698,648,Q30
699,649,Q189
700,650,Q30
701,653,Q30
702,653,Q145
703,656,Q30
704,661,Q30
705,661,Q145
706,662,Q30
707,663,Q16
708,665,Q28
709,665,Q142
710,665,Q183
711,665,Q213
712,665,Q219
713,665,Q36704
714,665,Q838261
715,667,Q30
716,668,Q668
717,670,Q668
718,671,Q30
719,673,Q30
720,674,Q38
721,674,Q142
722,678,Q30
723,679,Q30
724,680,Q38
725,680,Q142
726,685,Q30
727,688,Q30
728,691,Q30
729,692,Q30
730,694,Q30
731,695,Q30
732,697,Q30
733,698,Q30
734,698,Q213
735,700,Q30
736,700,Q142
737,700,Q145
738,703,Q30
739,704,Q30
740,706,Q30
741,707,Q30
742,708,Q30
743,709,Q30
744,710,Q30
745,711,Q30
746,714,Q17
747,714,Q30
748,714,Q183
749,715,Q142
750,718,Q142
751,719,Q30
752,722,Q30
753,724,Q30
754,725,Q30
755,726,Q30
756,728,Q145
757,731,Q30
758,733,Q30
759,735,Q38
760,735,Q142
761,735,Q183
762,736,Q30
763,737,Q30
764,741,Q17
765,741,Q145
766,742,Q30
767,743,Q30
768,745,Q145
769,747,Q16
770,747,Q30
771,747,Q145
772,748,Q30
773,748,Q96
774,750,Q30
775,750,Q145
776,757,Q8646
777,759,Q30
778,760,Q34
779,760,Q183
780,760,Q213
781,761,Q30
782,761,Q408
783,762,Q30
784,764,Q30
785,765,Q30
786,766,Q30
787,766,Q145
788,773,Q1041
789,775,Q38
790,775,Q142
791,778,Q145
792,779,Q30
793,780,Q30
794,781,Q38
795,781,Q142
796,781,Q145
797,782,Q30
798,783,Q30
799,784,Q30
800,785,Q30
801,786,Q30
802,788,Q30
803,790,Q142
804,790,Q218
805,795,Q30
806,798,Q30
807,799,Q30
808,799,Q664
809,800,Q30
810,801,Q30
811,802,Q30
812,803,Q30
813,803,Q145
814,803,Q183
815,804,Q30
816,805,Q30
817,806,Q30
818,806,Q145
819,808,Q30
820,809,Q30
821,810,Q30
822,813,Q30
823,818,Q30
824,823,Q142
825,824,Q34
826,824,Q40
827,824,Q183
828,828,Q30
829,828,Q142
830,828,Q145
831,828,Q183
832,828,Q213
833,829,Q30
834,830,Q30
835,832,Q30
836,833,Q30
837,835,Q30
838,836,Q30
839,837,Q30
840,838,Q30
841,838,Q145
842,839,Q30
843,840,Q30
844,841,Q38
845,841,Q142
846,842,Q30
847,848,Q30
848,849,Q30
849,851,Q30
850,852,Q30
851,858,Q30
852,858,Q38
853,861,Q8646
854,866,Q30
855,867,Q30
856,869,Q30
857,869,Q142
858,870,Q30
859,876,Q8646
860,879,Q30
861,880,Q30
862,881,Q30
863,882,Q30
864,885,Q30
865,886,Q30
866,888,Q30
867,889,Q55
868,891,Q30
869,892,Q27
870,892,Q30
871,892,Q145
872,893,Q30
873,896,Q142
874,897,Q30
875,898,Q30
876,899,Q30
877,900,Q30
878,901,Q30
879,902,Q30
880,903,Q30
881,904,Q30
882,905,Q30
883,906,Q30
884,907,Q30
885,908,Q30
886,909,Q30
887,910,Q30
888,911,Q30
889,912,Q30
890,913,Q30
891,914,Q30
892,915,Q30
893,916,Q30
894,917,Q30
895,918,Q30
896,919,Q30
897,920,Q30
898,921,Q30
899,922,Q30
900,923,Q30
901,924,Q30
902,924,Q145
903,926,Q30
904,927,Q30
905,928,Q30
906,929,Q30
907,930,Q30
908,931,Q30
909,932,Q30
910,933,Q30
911,934,Q30
912,935,Q30
913,936,Q30
914,937,Q30
915,938,Q30
916,940,Q30
917,941,Q30
918,942,Q30
919,943,Q30
920,944,Q30
921,945,Q30
922,946,Q30
923,947,Q30
924,948,Q30
925,949,Q30
926,950,Q30
927,951,Q30
928,952,Q30
929,952,Q38
930,952,Q142
931,952,Q145
932,953,Q30
933,954,Q30
934,955,Q30
935,956,Q30
936,959,Q30
937,961,Q30
938,963,Q30
939,965,Q145
940,968,Q30
941,969,Q30
942,969,Q145
943,970,Q30
944,970,Q38
945,970,Q145
946,971,Q30
947,973,Q30
948,976,Q30
949,979,Q27
950,981,Q30
951,981,Q258
952,982,Q30
953,984,Q30
954,984,Q142
955,986,Q30
956,987,Q30
957,988,Q30
958,990,Q30
959,991,Q27
960,991,Q30
961,991,Q145
962,993,Q30
963,994,Q30
964,996,Q30
965,998,Q30
966,999,Q30
967,1003,Q16
968,1003,Q30
969,1003,Q145
970,1004,Q30
971,1005,Q30
972,1006,Q30
973,1007,Q30
974,1008,Q30
975,1009,Q30
976,1010,Q30
977,1011,Q30
978,1012,Q30
979,1013,Q30
980,1014,Q30
981,1015,Q30
982,1016,Q30
983,1017,Q30
984,1018,Q30
985,1019,Q30
986,1020,Q16
987,1020,Q30
988,1021,Q30
989,1022,Q30
990,1023,Q30
991,1024,Q30
992,1025,Q30
993,1027,Q30
994,1027,Q145
995,1028,Q30
996,1029,Q30
997,1030,Q30
998,1031,Q30
999,1031,Q145
1000,1032,Q30
1001,1033,Q30
1002,1034,Q30
1003,1035,Q30
1004,1036,Q30
1005,1037,Q30
1006,1040,Q145
1007,1041,Q145
1008,1042,Q30
1009,1043,Q30
1010,1046,Q145
1011,1047,Q30
1012,1049,Q30
1013,1050,Q30
1014,1051,Q30
1015,1053,Q30
1016,1054,Q30
1017,1055,Q30
1018,1056,Q145
1019,1057,Q30
1020,1059,Q16
1021,1059,Q30
1022,1059,Q96
1023,1059,Q408
1024,1060,Q30
1025,1061,Q30
1026,1064,Q17
1027,1064,Q30
1028,1064,Q408
1029,1066,Q30
1030,1068,Q30
1031,1073,Q30
1032,1073,Q145
1033,1076,Q145
1034,1077,Q30
1035,1078,Q30
1036,1079,Q30
1037,1079,Q145
1038,1080,Q145
1039,1081,Q30
1040,1081,Q145
1041,1082,Q30
1042,1083,Q30
1043,1084,Q30
1044,1085,Q30
1045,1086,Q30
1046,1088,Q30
1047,1089,Q30
1048,1090,Q30
1049,1090,Q928
1050,1091,Q30
1051,1092,Q30
1052,1092,Q142
1053,1093,Q30
1054,1094,Q17
1055,1094,Q27
1056,1094,Q145
1057,1095,Q30
1058,1096,Q30
1059,1097,Q30
1060,1099,Q30
1061,1100,Q30
1062,1101,Q30
1063,1103,Q30
1064,1104,Q30
1065,1105,Q30
1066,1111,Q38
1067,1111,Q39
1068,1111,Q142
1069,1112,Q30
1070,1114,Q30
1071,1116,Q142
1072,1117,Q31
1073,1117,Q142
1074,1117,Q145
1075,1119,Q30
1076,1120,Q30
1077,1121,Q30
1078,1123,Q30
1079,1124,Q30
1080,1125,Q30
1081,1125,Q145
1082,1125,Q408
1083,1126,Q30
1084,1126,Q145
1085,1127,Q30
1086,1128,Q30
1087,1129,Q30
1088,1130,Q30
1089,1131,Q38
1090,1131,Q39
1091,1131,Q142
1092,1132,Q38
1093,1132,Q39
1094,1132,Q142
1095,1135,Q30
1096,1136,Q145
1097,1137,Q16
1098,1137,Q183
1099,1140,Q30
1100,1144,Q30
1101,1147,Q30
1102,1148,Q145
1103,1150,Q142
1104,1151,Q142
1105,1151,Q145
1106,1151,Q183
1107,1151,Q213
1108,1156,Q38
1109,1161,Q142
1110,1161,Q183
1111,1162,Q145
1112,1163,Q31
1113,1163,Q55
1114,1163,Q142
1115,1167,Q30
1116,1170,Q30
1117,1171,Q30
1118,1172,Q38
1119,1172,Q142
1120,1173,Q55
1121,1173,Q142
1122,1173,Q145
1123,1175,Q142
1124,1176,Q36
1125,1176,Q142
1126,1177,Q38
1127,1177,Q145
1128,1178,Q30
1129,1179,Q30
1130,1180,Q27
1131,1180,Q145
1132,1183,Q30
1133,1183,Q145
1134,1184,Q38
1135,1185,Q27
1136,1185,Q145
1137,1186,Q30
1138,1187,Q30
1139,1188,Q408
1140,1189,Q30
1141,1190,Q29
1142,1191,Q30
1143,1192,Q30
1144,1193,Q30
1145,1194,Q30
1146,1196,Q30
1147,1197,Q30
1148,1197,Q408
1149,1198,Q30
1150,1199,Q145
1151,1199,Q408
1152,1200,Q30
1153,1201,Q29
1154,1201,Q38
1155,1201,Q183
1156,1202,Q145
1157,1202,Q408
1158,1203,Q30
1159,1204,Q30
1160,1204,Q145
1161,1206,Q30
1162,1206,Q145
1163,1207,Q30
1164,1208,Q30
1165,1209,Q30
1166,1209,Q38
1167,1210,Q30
1168,1211,Q142
1169,1211,Q183
1170,1212,Q145
1171,1213,Q30
1172,1214,Q30
1173,1214,Q145
1174,1215,Q30
1175,1216,Q30
1176,1216,Q38
1177,1216,Q142
1178,1217,Q17
1179,1217,Q142
1180,1218,Q8646
1181,1219,Q30
1182,1220,Q30
1183,1221,Q30
1184,1222,Q30
1185,1222,Q145
1186,1223,Q145
1187,1224,Q145
1188,1225,Q30
1189,1225,Q33946
1190,1226,Q30
1191,1227,Q30
1192,1227,Q38
1193,1227,Q142
1194,1228,Q30
1195,1230,Q30
1196,1231,Q30
1197,1232,Q15180
1198,1233,Q183
1199,1234,Q30
1200,1235,Q30
1201,1236,Q30
1202,1237,Q34
1203,1238,Q145
1204,1240,Q30
1205,1240,Q145
1206,1241,Q664
1207,1242,Q30
1208,1243,Q145
1209,1244,Q30
1210,1245,Q30
1211,1246,Q30
1212,1247,Q30
1213,1248,Q30
1214,1249,Q38
1215,1249,Q142
1216,1250,Q30
1217,1250,Q145
1218,1251,Q38
1219,1251,Q142
1220,1252,Q30
1221,1253,Q30
1222,1254,Q30
1223,1255,Q664
1224,1256,Q30
1225,1257,Q30
1226,1257,Q408
1227,1258,Q30
1228,1258,Q145
1229,1259,Q30
1230,1260,Q183
1231,1260,Q41304
1232,1261,Q30
1233,1262,Q30
1234,1263,Q30
1235,1264,Q142
1236,1265,Q30
1237,1266,Q30
1238,1267,Q30
1239,1268,Q16
1240,1268,Q30
1241,1269,Q30
1242,1270,Q30
1243,1271,Q30
1244,1272,Q30
1245,1273,Q30
1246,1273,Q183
1247,1274,Q17
1248,1275,Q30
1249,1275,Q145
1250,1276,Q30
1251,1277,Q142
1252,1278,Q30
1253,1279,Q17
1254,1279,Q30
1255,1279,Q142
1256,1279,Q145
1257,1279,Q183
1258,1280,Q148
1259,1281,Q30
1260,1282,Q30
1261,1283,Q30
1262,1284,Q30
1263,1285,Q30
1264,1286,Q30
1265,1287,Q30
1266,1288,Q30
1267,1289,Q30
1268,1290,Q30
1269,1291,Q30
1270,1292,Q30
1271,1293,Q145
1272,1293,Q408
1273,1293,Q668
1274,1295,Q30
1275,1296,Q145
1276,1297,Q30
1277,1298,Q145
1278,1299,Q145
1279,1300,Q34
1280,1301,Q30
1281,1302,Q30
1282,1303,Q30
1283,1303,Q145
1284,1303,Q408
1285,1304,Q30
1286,1305,Q30
1287,1305,Q142
1288,1305,Q145
1289,1305,Q183
1290,1306,Q142
1291,1306,Q183
1292,1306,Q408
1293,1307,Q30
1294,1310,Q30
1295,1312,Q30
1296,1312,Q183
1297,1318,Q145
1298,1320,Q30
1299,1321,Q30
1300,1321,Q145
1301,1321,Q408
1302,1322,Q30
1303,1323,Q30
1304,1323,Q96
1305,1324,Q30
1306,1325,Q30
1307,1326,Q30
1308,1326,Q96
1309,1327,Q30
1310,1328,Q16
1311,1329,Q30
1312,1329,Q38
1313,1329,Q142
1314,1330,Q30
1315,1331,Q30
1316,1332,Q30
1317,1333,Q30
1318,1334,Q30
1319,1335,Q30
1320,1336,Q30
1321,1337,Q30
1322,1339,Q30
1323,1339,Q145
1324,1340,Q30
1325,1341,Q30
1326,1342,Q30
1327,1342,Q145
1328,1343,Q30
1329,1344,Q30
1330,1345,Q30
1331,1346,Q30
1332,1347,Q30
1333,1348,Q183
1334,1348,Q41304
1335,1349,Q38
1336,1350,Q30
1337,1350,Q145
1338,1351,Q30
1339,1352,Q30
1340,1352,Q142
1341,1353,Q30
1342,1354,Q20
1343,1354,Q34
1344,1354,Q35
1345,1354,Q55
1346,1354,Q142
1347,1354,Q189
1348,1355,Q30
1349,1356,Q30
1350,1357,Q408
1351,1358,Q30
1352,1359,Q30
1353,1361,Q30
1354,1363,Q30
1355,1365,Q142
1356,1366,Q30
1357,1367,Q30
1358,1370,Q30
1359,1371,Q30
1360,1372,Q30
1361,1373,Q30
1362,1374,Q30
1363,1375,Q30
1364,1376,Q30
1365,1377,Q30
1366,1378,Q30
1367,1379,Q30
1368,1380,Q30
1369,1380,Q145
1370,1381,Q30
1371,1382,Q30
1372,1385,Q30
1373,1387,Q30
1374,1388,Q30
1375,1389,Q30
1376,1390,Q30
1377,1391,Q30
1378,1392,Q30
1379,1393,Q30
1380,1394,Q30
1381,1395,Q30
1382,1396,Q30
1383,1397,Q30
1384,1398,Q30
1385,1399,Q30
1386,1401,Q30
1387,1405,Q30
1388,1406,Q142
1389,1406,Q183
1390,1407,Q30
1391,1408,Q30
1392,1409,Q30
1393,1411,Q30
1394,1411,Q145
1395,1412,Q27
1396,1412,Q30
1397,1413,Q30
1398,1414,Q30
1399,1415,Q142
1400,1416,Q30
1401,1417,Q30
1402,1417,Q145
1403,1419,Q145
1404,1419,Q408
1405,1422,Q30
1406,1425,Q30
1407,1425,Q145
1408,1426,Q30
1409,1427,Q30
1410,1428,Q408
1411,1429,Q8646
1412,1430,Q30
1413,1431,Q30
1414,1432,Q30
1415,1437,Q142
1416,1437,Q145
1417,1437,Q183
1418,1438,Q30
1419,1439,Q30
1420,1440,Q30
1421,1441,Q30
1422,1442,Q30
1423,1445,Q30
1424,1446,Q142
1425,1446,Q145
1426,1446,Q213
1427,1447,Q30
1428,1449,Q30
1429,1453,Q30
1430,1454,Q30
1431,1456,Q30
1432,1457,Q30
1433,1458,Q30
1434,1459,Q30
1435,1460,Q30
1436,1461,Q30
1437,1464,Q30
1438,1464,Q142
1439,1465,Q30
1440,1466,Q30
1441,1468,Q30
1442,1473,Q30
1443,1474,Q30
1444,1475,Q668
1445,1476,Q30
1446,1477,Q30
1447,1479,Q30
1448,1480,Q34
1449,1480,Q35
1450,1480,Q183
1451,1483,Q16
1452,1483,Q145
1453,1484,Q16
1454,1484,Q30
1455,1485,Q30
1456,1487,Q30
1457,1488,Q30
1458,1489,Q30
1459,1490,Q30
1460,1493,Q408
1461,1495,Q30
1462,1496,Q30
1463,1496,Q145
1464,1497,Q30
1465,1498,Q30
1466,1499,Q30
1467,1500,Q30
1468,1502,Q16
1469,1503,Q30
1470,1503,Q145
1471,1507,Q30
1472,1507,Q408
1473,1513,Q30
1474,1514,Q148
1475,1515,Q30
1476,1516,Q408
1477,1517,Q30
1478,1518,Q30
1479,1519,Q664
1480,1526,Q30
1481,1527,Q142
1482,1529,Q30
1483,1529,Q142
1484,1533,Q31
1485,1533,Q142
1486,1537,Q17
1487,1541,Q30
1488,1542,Q145
1489,1544,Q30
1490,1545,Q142
1491,1546,Q30
1492,1547,Q30
1493,1549,Q30
1494,1549,Q142
1495,1549,Q145
1496,1550,Q30
1497,1551,Q30
1498,1552,Q30
1499,1554,Q30
1500,1554,Q32
1501,1554,Q55
1502,1554,Q142
1503,1554,Q145
1504,1556,Q30
1505,1562,Q30
1506,1564,Q30
1507,1564,Q38
1508,1565,Q30
1509,1566,Q30
1510,1569,Q30
1511,1571,Q142
1512,1572,Q38
1513,1572,Q142
1514,1573,Q30
1515,1574,Q30
1516,1580,Q30
1517,1581,Q30
1518,1582,Q30
1519,1583,Q30
1520,1584,Q30
1521,1585,Q408
1522,1586,Q30
1523,1587,Q30
1524,1588,Q30
1525,1589,Q30
1526,1590,Q30
1527,1590,Q145
1528,1591,Q30
1529,1592,Q30
1530,1593,Q30
1531,1594,Q16
1532,1594,Q30
1533,1596,Q145
1534,1597,Q30
1535,1598,Q30
1536,1599,Q30
1537,1600,Q30
1538,1600,Q142
1539,1601,Q30
1540,1602,Q30
1541,1603,Q30
1542,1604,Q30
1543,1605,Q30
1544,1606,Q30
1545,1606,Q38
1546,1608,Q30
1547,1609,Q30
1548,1610,Q30
1549,1611,Q30
1550,1612,Q30
1551,1613,Q30
1552,1614,Q30
1553,1615,Q30
1554,1616,Q30
1555,1617,Q30
1556,1619,Q30
1557,1619,Q142
1558,1619,Q145
1559,1620,Q30
1560,1621,Q30
1561,1623,Q30
1562,1624,Q30
1563,1625,Q30
1564,1626,Q30
1565,1627,Q30
1566,1627,Q142
1567,1629,Q27
1568,1629,Q30
1569,1629,Q145
1570,1631,Q16
1571,1631,Q30
1572,1633,Q30
1573,1635,Q30
1574,1639,Q30
1575,1641,Q30
1576,1641,Q145
1577,1642,Q145
1578,1643,Q27
1579,1643,Q30
1580,1643,Q145
1581,1644,Q30
1582,1645,Q30
1583,1646,Q30
1584,1647,Q30
1585,1648,Q30
1586,1649,Q30
1587,1650,Q30
1588,1652,Q30
1589,1653,Q30
1590,1654,Q30
1591,1654,Q145
1592,1655,Q17
